topic_id,keywords,num_keywords,all_keywords,label,scene_summary,primary_categories,secondary_categories,label_is_noise,label_rationale,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale,_empty_kw_ratio
183,"division, stick, excuse, probably, , , , , , ",27,"['division', 'stick', 'excuse', 'probably', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Division Discussion,The couple discusses their division of labor in the kitchen.,"domestic_life, relationship_conflict","setting:kitchen, activity:discussion",False,"The top keyword 'division' and snippets like 'âme too.' and 'âyou should probably stick with âmr.' indicate a conversation about division of labor, likely in a domestic setting like the kitchen, as suggested by the lack of explicit sexual terms and the presence of 'your' and 'mr.' in the snippets.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",medium,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness).",0.8518518518518519
184,"low, lowers, trails, gruff, husky, hoarse, drops, rough, speaks, soft",27,"['low', 'lowers', 'trails', 'gruff', 'husky', 'hoarse', 'drops', 'rough', 'speaks', 'soft', 'rumble', 'tone', 'octave', 'inflection', 'says', 'strained', 'dropped', 'hoarsely', 'ragged', 'gravelly', 'decibel', 'raw', 'deep', 'muffled', 'dry', 'harsh', 'mutters']",Low Voice Conversations,"He speaks to her, his voice low, in a quiet, intimate setting.","romance_core, physical_affection","setting:quiet_room, activity:conversation",False,"The top keywords 'low', 'lowers', 'gruff', 'hoarse', 'soft', and 'rumble' all relate to a low voice. The snippets show characters speaking with a low voice in various situations, indicating intimate or serious conversations.",2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic's focus on low, intimate voice communication suggests tenderness and emotional connection, fitting Radway's Phase II function of the hero treating the heroine tenderly (R8).",0.0
185,"awesome, wonderful, extraordinary, glorious, exciting, stunning, spectacular, thrilling, satisfying, ita",27,"['awesome', 'wonderful', 'extraordinary', 'glorious', 'exciting', 'stunning', 'spectacular', 'thrilling', 'satisfying', 'ita', 'exceptional', 'brilliant', 'absolutely', 'incredibly', 'thata', 'beautifully', 'equal', 'unparalleled', 'pleasant', 'splendid', 'totally', 'reef', 'circumspect', 'prouder', 'powerhouse', 'diverse', 'pandoraa']",Thrilling Experiences,The couple shares exciting and extraordinary moments together.,,,False,,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness).",0.0
186,", , , , , , , , , ",27,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",186____,,,,,,,,,,,,,False,,,,NA,,False,,,1.0
187,"plan, plans, work, united, conditions, figure, suited, states, planning, bantered",27,"['plan', 'plans', 'work', 'united', 'conditions', 'figure', 'suited', 'states', 'planning', 'bantered', 'arena', 'natyaa', 'pledged', 'hardball', 'reconsidered', 'feasible', 'successor', 'action', 'ohhhh', 'bide', 'politicians', 'envision', 'ahhh', 'plural', 'earnestly', 'form', 'affecting']",Political Planning Session,"Politicians gather around a table, discussing feasible action plans and conditions.","domestic_life, work_or_school","setting:table, activity:planning",False,"The top keywords 'plan', 'plans', 'conditions', 'planning', and 'action' indicate a focus on strategic decision-making. The snippets confirm this, showing characters engaged in planning and discussing conditions.",6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets do not contain any direct references to the heroine, hero, or their relationship. The Stage 2 taxonomy places the topic in the 'Hero's Elite Work & Business World', indicating a focus on the hero's work life rather than the romantic narrative.",0.0
188,"feels, deal, authentic, stuff, isna, happening, whats, believe, struggle, realness",27,"['feels', 'deal', 'authentic', 'stuff', 'isna', 'happening', 'whats', 'believe', 'struggle', 'realness', 'wily', 'ita', 'connectiona', 'bots', 'leta', 'scumbag', 'regular', 'thing', 'novelty', 'doubtfully', 'faraway', 'thisa', 'letters', 'mindfuck', 'screenshot', 'carbon', 'realtor']",Struggling With Authentic Feelings,"She grapples with the authenticity of her emotions, repeatedly telling herself it's not real, yet feeling its intensity.","romance_core, relationship_conflict","setting:internal_monologue, activity:reflecting_on_emotions",False,"The keywords 'deal', 'authentic', 'struggle', 'realness' indicate a focus on authentic emotions. The snippets show a character grappling with these feelings, supporting the label and categories.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets suggest the heroine is experiencing distress and emotional withdrawal, which is characteristic of R5. She is trying to convince herself that her feelings are not real, indicating a guarded response to the hero, fitting Phase I of the romance narrative.",0.0
189,"tomorrow, weekend, monday, weekends, saturday, weekenda, thursday, holiday, noon, nudist",27,"['tomorrow', 'weekend', 'monday', 'weekends', 'saturday', 'weekenda', 'thursday', 'holiday', 'noon', 'nudist', 'wednesday', 'memorial', 'busy', 'start', 'ita', 'upcoming', 'week', 'event', 'tuesday', 'planned', 'today', 'consist', 'plans', 'families', 'coincide', 'easter', 'mondaya']",Weekend Planning,The couple discusses and plans their upcoming weekend activities.,"romance_core, domestic_life","setting:home, activity:planning",False,"The keywords 'weekend', 'tomorrow', 'upcoming' indicate planning, while 'holiday' and 'noon' suggest specific activities. The snippets confirm conversations about future events.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets suggest tender, caring communication between the hero and heroine, which aligns with R8 (Hero treats heroine tenderly). However, the lack of explicit keywords and the brevity of the snippets make the confidence level low.",0.0
190,"et, religion, priest, deity, salvation, religious, puke, showering, greek, fondler",27,"['et', 'religion', 'priest', 'deity', 'salvation', 'religious', 'puke', 'showering', 'greek', 'fondler', 'biblically', 'favorably', 'swear', 'thousanda', 'exercised', 'crippled', 'crazya', 'archaic', 'resenting', 'selective', 'talka', 'multimillion', 'believe', 'boosts', 'podium', 'underhanded', 'contains']",Religious Piety Display,"He kneels to pray, showing off his piety in front of others.","romance_core, domestic_life","setting:church, activity:praying",False,"Keywords 'et', 'religion', 'priest', 'deity', 'salvation' indicate religious themes. Snippets show him displaying piety through actions like kneeling to pray and putting money in the collection basket.",3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",,,,high,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,,II,Turning Point & Recognition,False,medium,"The topic revolves around the heroine's internal struggle with her faith and her perception of the hero's religious piety. This aligns with R10 as she reinterprets his behavior, moving away from seeing him as a 'deity' to a more human perspective, understanding his past and his actions.",0.0
191,"eddiea, wasn, onboarding, didn, couldn, blinked, mitchella, meeting, complied, karaoke",27,"['eddiea', 'wasn', 'onboarding', 'didn', 'couldn', 'blinked', 'mitchella', 'meeting', 'complied', 'karaoke', 'concluded', 'grinned', 'client', 'privately', 'remark', 'receiving', 'approved', 'unexpectedly', 'agreed', 'clapped', 'ear', 'shouldn', 'exclaimed', 'appreciate', 'orbiting', 'ddie', 'gamely']",Business Meeting With Client,"Eddie meets with a client in an office, discussing business and his role in the company.","romance_core, work_or_school","setting:office, activity:discussing_business",False,The top keyword 'meeting' and the snippets mentioning 'eddieâs role in the company' indicate a business meeting. The keyword 'client' and the office setting in the snippets support this label and categories.,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on Eddie's professional life and status, with no direct reference to the heroine or the romantic relationship. The Stage 2 taxonomy also places it under 'Hero's Elite Work & Business World', further emphasizing its non-central role in the heroine-hero narrative arc.",0.0
192,"everythinga, ita, perfectly, suited, going, sashimi, fixable, totally, shhhh, sod",27,"['everythinga', 'ita', 'perfectly', 'suited', 'going', 'sashimi', 'fixable', 'totally', 'shhhh', 'sod', 'hookups', 'encounters', 'priorities', 'rule', 'lla', 'overall', 'buffet', 'buck', 'innocently', 'just', 'ordinary', 'jog', 'acceptable', 'heal', 'rational', 'alright', 'plants']",Optimistic Reassurance,She reassures him that everything will be fine.,"romance_core, domestic_life","setting:kitchen, activity:conversation",False,"The top keyword 'everything's' and the snippets all convey a reassuring message, suggesting a romantic, domestic scene where she is comforting him.",3.1,Positive Emotions & Security,"Emotions, Cognition & Inner Life",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around reassurance and positive emotions, which often occur in the turning point phase of a romance narrative. The heroine's expression of confidence that 'everything's going to be fine' suggests a shift in her perspective, indicating that she may be starting to trust the hero or feel more secure in their relationship. This aligns with Radway's function R8, where the hero treats the heroine tenderly, offering care and protection.",0.0
193,"patricka, yells, dopey, friend, nervously, announces, nudging, presents, birthday, wasted",27,"['patricka', 'yells', 'dopey', 'friend', 'nervously', 'announces', 'nudging', 'presents', 'birthday', 'wasted', 'greet', 'instigating', 'shrugged', 'punched', 'dovey', 'lovey', 'shot', 'falls', 'wondered', 'asked', 'chasing', 'best', 'babes', 'trailed', 'visitorsa', 'antagonistic', 'chickenshit']",Birthday Surprise For Friend,She excitedly plans and executes a surprise birthday party for her friend.,"romance_core, social_setting","setting:party, activity:planning_surprise",False,"The top keyword 'birthday' indicates a central event, while 'surprise' and 'friend' suggest a social setting with emotional bonding. The snippets show planning and execution of this surprise, fitting the label and chosen categories.",5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic focuses on a social interaction between the heroine and a friend named Patrick, with no direct involvement or interaction with the hero. It does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc.",0.0
194,"authors, acknowledgments, authora, reviews, reading, purchase, series, thank, authorized, fiction",27,"['authors', 'acknowledgments', 'authora', 'reviews', 'reading', 'purchase', 'series', 'thank', 'authorized', 'fiction', 'novella', 'read', 'permission', 'writing', 'review', 'editors', 'write', 'mate', 'novel', 'electronic', 'publisher', 'pc', 'culture', 'supports', 'distributed', 'supporting', 'tweet']",Author Acknowledgment Section,The author thanks readers and acknowledges supporters in the acknowledgments section of their novel.,nonfiction_or_technical,"setting:novel, activity:thanking",True,"The top keywords 'acknowledgments', 'authors', and 'reviews' directly relate to the non-fiction aspects of publishing. The snippets confirm this, mentioning 'acknowledgments sections' and 'reading this book', indicating a meta-level discussion rather than a narrative scene.",noise,Noise / Technical / Paratext,Special,,,,high,True,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about author acknowledgments and reviews, which are not central to the heroine–hero romance arc. It belongs to the 'noise' category and does not realise any of Radway's functions.",0.0
195,"spoke, asked, cartera, walked, reservation, blakea, noraa, smiled, pro, standards",27,"['spoke', 'asked', 'cartera', 'walked', 'reservation', 'blakea', 'noraa', 'smiled', 'pro', 'standards', 'talk', 'decision', 'selling', 'capitalizing', 'finale', 'looked', 'live', 'knows', 'gritted', 'discourage', 'tarnish', 'mcs', 'approached', 'breakthrough', 'recollection', 'knockout', 'hoot']",Business Deal Negotiation,"The couple, seated around a table, engages in intense negotiations over a business deal.","romance_core, domestic_life","setting:table, activity:negotiating",False,"The top keywords 'standards', 'decision', 'deal', 'room' suggest a business setting. The verb 'gritted' implies determination or tension, fitting a negotiation scene. Snippets like 'jamieson spoke' and 'the doctor spoke' indicate dialogue, likely part of the negotiation.",6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets do not contain any direct references to the heroine, hero, or their relationship. The topic is about a business or work setting, with no clear connection to the romance narrative arc. Therefore, it does not primarily realise any of Radway's 13 functions and is best classified as 'none of the above'.",0.0
196,"attractive, hea, incredibly, refined, devastatingly, handsomeness, irresistible, looks, endowed, looked",27,"['attractive', 'hea', 'incredibly', 'refined', 'devastatingly', 'handsomeness', 'irresistible', 'looks', 'endowed', 'looked', 'seen', 'quite', 'objectively', 'extremely', 'lookeda', 'looking', 'physically', 'attracted', 'features', 'stunning', 'charmed', 'wickedly', 'hollywood', 'magnificent', 'photos', 'movie', 'unquestionably']",Admiring Handsome Man,She admires his stunning features and irresistible looks in a luxurious hotel suite.,"romance_core, physical_affection","setting:hotel_suite, activity:admiring",False,"The top keywords 'attractive', 'handsomeness', 'irresistible', 'looks', and 'stunning' indicate admiration for the man's appearance. The snippets describe her attraction to him, supporting the label and categories.",2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets focus on the hero's attractiveness, which the heroine interprets as purely sexual interest, fitting Radway's function R4 (Heroine interprets hero's behaviour as purely sexual interest).",0.0
197,"breakera, asks, closure, margaritas, refer, rule, joins, numbers, says, uh",27,"['breakera', 'asks', 'closure', 'margaritas', 'refer', 'rule', 'joins', 'numbers', 'says', 'uh', 'breakup', 'facts', 'ciders', 'decade', 'texting', 'aah', 'ehh', 'yeah', 'switch', 'oooo', 'things', 'term', 'catatonic', 'wattage', 'thoughtless', 'uhha', 'lends']",Breakup Reflection,"She sits alone, margarita in hand, reflecting on their breakup and the decade they spent together.","romance_core, relationship_conflict","setting:bar, activity:reflecting",False,"The keywords 'closure', 'breakup', 'decade', and 'margarita' indicate a scene of reflection after a breakup. The snippets confirm this, with repeated mentions of the breakup and her thoughts about it.",3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine's distress and anger towards the hero (Breaker), as indicated by the repeated mention of his words 'hitting' her hard and her refusal to talk to him. This aligns with Radway's R2 function, where the heroine reacts antagonistically to the hero.",0.0
198,"sainta, growls, stiffens, patron, smirks, snickers, holidays, swings, prayera, grownups",27,"['sainta', 'growls', 'stiffens', 'patron', 'smirks', 'snickers', 'holidays', 'swings', 'prayera', 'grownups', 'horse', 'ensure', 'peer', 'clarifying', 'indrawn', 'investigations', 'befriend', 'struts', 'sira', 'shall', 'hasten', 'signify', 'confesses', 'inner', 'precarious', 'hurting', 'garbled']",Holiday Horseplay,"The couple, on holiday, playfully interact with a horse at a stable.","romance_core, physical_affection","setting:stable, activity:horseplay",False,"The keywords 'holidays', 'horse', and 'growls' suggest a playful scene involving a horse. The snippets indicate a shared activity between two people, likely a couple, supporting the 'romance_core' category.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets suggest a tender, intimate exchange between the hero and heroine, which aligns with R8. However, the lack of explicit context makes the confidence level low.",0.0
199,"liaa, case, password, owners, kick, danish, perking, disappear, ehhh, happening",27,"['liaa', 'case', 'password', 'owners', 'kick', 'danish', 'perking', 'disappear', 'ehhh', 'happening', 'figurative', 'shall', 'chafing', 'raisin', 'camel', 'soulmates', 'convincingly', 'uh', 'oua', 'apprehensive', 'satisfactory', 'say', 'listen', 'entail', 'charmingly', 'suffice', 'thata']",Apprehensive Password Exchange,"She hesitates before sharing her password, feeling apprehensive about the figurative implications.","relationship_conflict, domestic_life","setting:laptop_or_phone, activity:hesitating",False,"The keywords 'password', 'apprehensive', and 'figurative' suggest a scene where someone is hesitant to share sensitive information, likely due to emotional reasons. The snippets confirm this, showing characters communicating about passwords in an uncertain manner.",4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets suggest a lack of communication and understanding between the characters, indicated by questions, snorts, and texts. This aligns with the function of physical or emotional separation (R7) in the initial conflict phase of the romance narrative.",0.0
200,"sister, sistera, partnera, niece, daughter, older, disclosure, mask, members, sibling",27,"['sister', 'sistera', 'partnera', 'niece', 'daughter', 'older', 'disclosure', 'mask', 'members', 'sibling', 'friend', 'compare', 'dangerous', 'won', 'chinned', 'card', 'think', 'disarmingly', 'syringe', 'shouldna', 'non', 'geeky', 'best', 'moma', 'overachieving', 'genaa', 'constipated']",Siblings' Confusing Disclosure,A sister and her older sibling have a tense conversation about a hidden truth.,"relationship_conflict, domestic_life","setting:home, activity:arguing",False,"The keywords 'sister', 'niece', 'daughter', 'older', 'disclosure', and 'mask' suggest a family relationship with a hidden secret. The snippets confirm this, showing characters asking about or revealing something, indicating a conflictual scene.",5.1,Family & Kinship,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on family and kinship, specifically the heroine's sister. This topic does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc, as it is about the social world outside the couple.",0.0
201,"jealous, jealousy, tribute, irrationally, envious, mediocre, elderly, envy, girlfriend, pang",27,"['jealous', 'jealousy', 'tribute', 'irrationally', 'envious', 'mediocre', 'elderly', 'envy', 'girlfriend', 'pang', 'ridiculous', 'pays', 'irrational', 'reacted', 'mana', 'replies', 'pangs', 'dona', 'shake', 'cana', 'act', 'protective', 'obviouslya', 'thirdly', 'ia', 'advertised', 'lunacy']",Jealousy Conversation,The couple discusses their feelings of jealousy and irrational thoughts.,"relationship_conflict, domestic_life","setting:living_room, activity:arguing",False,"The top keywords 'jealous', 'jealousy', 'girlfriend', and 'ridiculous' indicate a conversation centered around jealousy. The snippets show a dialogue about jealousy, supporting the label 'Jealousy Conversation'. The setting is likely the living room, as suggested by the keyword 'mediocre' (possibly referring to a mediocre interior design choice). The activity is arguing, as indicated by the keywords 'jealous', 'ridiculous', and 'irrational'.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic's representative snippets revolve around jealousy, which is a common source of conflict and antagonism in the initial stages of a romance. The heroine's jealousy of the hero's attention towards someone else can lead to arguments and tension, fitting Radway's function R2.",0.0
202,"hated, hate, hates, despised, disliked, hating, represented, despise, history, hatred",27,"['hated', 'hate', 'hates', 'despised', 'disliked', 'hating', 'represented', 'despise', 'history', 'hatred', 'shed', 'reminded', 'affected', 'modern', 'toilet', 'loved', 'thinking', 'idea', 'having', 'dissertation', 'victories', 'comedies', 'relies', 'algebra', 'unbroken', 'bestowed', 'agnesa']",Hatred-fueled Argument,"She and he argue heatedly in the kitchen, fueled by long-standing hatred.","relationship_conflict, domestic_life","setting:kitchen, activity:arguing",False,The top keyword 'hatred' and snippets like 'he hated her' and 'he hated this for elsa' indicate a strong emotional conflict. The keyword 'kitchen' and the phrase 'in the kitchen' from the snippets suggest a specific setting for this argument.,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('he hated her', 'she hated that part') suggest a separation or breakup threat, fitting R7. The lack of keywords and previous labels/summaries doesn't contradict this interpretation.",0.0
203,"bronta, sharona, revulsion, guests, creature, evacuated, register, doubted, funa, minibar",27,"['bronta', 'sharona', 'revulsion', 'guests', 'creature', 'evacuated', 'register', 'doubted', 'funa', 'minibar', 'sight', 'bahamas', 'incessant', 'coworker', 'broccoli', 'pity', 'stared', 'stayed', 'sank', 'cheerful', 'crossed', 'approved', 'gave', 'sounded', 'liked', 'ignoring', 'dazed']",Incessant Complaints About Broccoli,"The couple, at a restaurant in the Bahamas, argues incessantly about the broccoli on their plates.","relationship_conflict, domestic_life","setting:restaurant, activity:arguing",False,"The top keyword 'incessant' and the snippets mentioning 'arguing' and 'broccoli' suggest a recurring conflict over a seemingly trivial matter, which is typical of domestic life and relationship conflict.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main taxonomy category 'Conflict, Distance & Breakup Threats' suggests a separation or threat of separation between the hero and heroine, which aligns with Radway's R7 function. The representative snippets do not indicate any explicit breakup or separation, but the mention of 'mysterious [NAME]' could imply a threat to the relationship, supporting R7.",0.0
204,"forget, forgot, forgotten, forgetting, completely, everybody, silliness, friendliest, requisite, defcon",27,"['forget', 'forgot', 'forgotten', 'forgetting', 'completely', 'everybody', 'silliness', 'friendliest', 'requisite', 'defcon', 'thing', 'forgeta', 'missed', 'nachos', 'marveled', 'earliera', 'ingredient', 'implications', 'existing', 'japan', 'treva', 'hospice', 'slumber', 'decency', 'nda', 'doinga', 'performed']",Forgetting And Reminding,"She reminds him of something he'd forgotten, sparking a conversation about their shared past.","romance_core, relationship_conflict","setting:kitchen, activity:conversation",False,"The top keywords 'forgetting', 'remind', and 'shared' indicate a scene where someone is reminded of something they'd forgotten. The snippets show a conversation about this, suggesting a romantic or relationship-focused scene.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,,II,Turning Point & Recognition,False,medium,"The topic's keywords and snippets suggest a conversation between the heroine and hero, where they reminisce about past events, indicating a recognition and reinterpretation of past actions. This aligns with Radway's function R10, where the heroine reinterprets the hero's behaviour as a result of previous hurt.",0.0
205,"fuckup, rule, horny, rules, hint, rest, half, job, world, maybe",27,"['fuckup', 'rule', 'horny', 'rules', 'hint', 'rest', 'half', 'job', 'world', 'maybe', 'just', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Rule-breaking Encounter,"She defies the rules, leading to a passionate encounter in the car.","romance_core, sexual_content","setting:car, activity:kissing, sexual:oral_sex",False,"The keywords 'rule', 'fuckup', and 'horny' suggest a rule-breaking scenario with sexual undertones. The snippets confirm this, showing a rule being broken ('rule #22: fuck.') and a sexual encounter ('the fuckup.').",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' and the representative snippets ('rule #22: fuck.', 'the fuckup.') clearly indicate a sexual union scene, which is a key part of Phase III in Radway's narrative functions.",0.5925925925925926
206,"hadn, didn, audience, couldn, lavishing, blinked, glanced, wouldn, formidable, compact",27,"['hadn', 'didn', 'audience', 'couldn', 'lavishing', 'blinked', 'glanced', 'wouldn', 'formidable', 'compact', 'concluded', 'authors', 'wondered', 'accepted', 'amusement', 'rival', 'sheepish', 'nodded', 'sultry', 'authority', 'quirked', 'withdrew', 'wasn', 'moaned', 'laughed', 'rise', 'decision']",Audience-focused Decision,"Poppy, on stage, considers her audience's reaction before turning back to her rival.","romance_core, relationship_conflict","setting:stage, activity:decision_making",False,The keyword 'audience' and the snippets mentioning Poppy's focus on them and her rival suggest a scene where Poppy is making a decision based on her audience's reaction. The keyword 'decision' supports this interpretation.,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around Poppy's unexpected encounters with [NAME], suggesting a physical or emotional separation between them. The topic's placement under 'Secrets, Misunderstandings & Hidden Information' further supports this, as it implies a separation due to hidden information or misunderstandings.",0.0
207,"scent, cologne, smell, smells, smelled, soap, musk, sandalwood, cedar, masculine",27,"['scent', 'cologne', 'smell', 'smells', 'smelled', 'soap', 'musk', 'sandalwood', 'cedar', 'masculine', 'earthy', 'aftershave', 'smelling', 'clean', 'whiff', 'edgy', 'male', 'leather', 'woodsy', 'fresh', 'inhaled', 'perfume', 'spicy', 'familiar', 'expensive', 'scents', 'delicious']",Scent-induced Arousal,"She closes her eyes, inhaling deeply, as his masculine scent fills her nostrils, igniting a wave of desire in the bedroom.","sexual_content, romance_core","setting:bedroom, activity:scent_smelling",False,"The top keywords 'scent', 'cologne', 'smell', and 'musky' indicate a focus on smell. The verb 'smelling' and adjective 'earthy' suggest an arousing effect. Snippets like 'i want to smell his scent forever' and 'hell, the scent of him is enough to turn me on' confirm that this topic revolves around scent-induced arousal.",2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,high,"The topic revolves around the heroine's intense attraction to the hero's scent, which she finds intoxicating and arousing. This is a clear example of the heroine interpreting the hero's behaviour as purely sexual interest, fitting Radway's function R4.",0.0
208,"wants, wanted, want, badly, astonishingly, desperate, bluest, harem, alwaysa, empowering",27,"['wants', 'wanted', 'want', 'badly', 'astonishingly', 'desperate', 'bluest', 'harem', 'alwaysa', 'empowering', 'desperately', 'hima', 'explicit', 'brightest', 'wanting', 'depraved', 'correction', 'ruled', 'heavens', 'freely', 'leverage', 'anythinga', 'possess', 'owning', 'indulge', 'desired', 'reward']",Desperate Harem Offer,"She, desperate for his affection, offers herself to him in a harem-like setting.","romance_core, sexual_content","setting:harem, activity:offering",False,"The top keyword 'desperate' and snippets like 'he wants me as much as i want him' and 'i want him to do whatever the hell he wants with me' indicate a scene of intense desire and offering. The keyword 'harem' suggests a specific setting, and the presence of 'offer' in the POS cues confirms the central action.",2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' directly corresponds to Radway's function R12, which involves explicit sexual and emotional union. The representative snippets ('he wants me as much as i want him', 'i want him to do whatever the hell he wants with me') further emphasize the sexual tension and desire, supporting the choice of R12.",0.0
209,"fitzpatricka, brennana, eldest, clan, ireland, unwarranted, obsession, wing, adoptive, squash",27,"['fitzpatricka', 'brennana', 'eldest', 'clan', 'ireland', 'unwarranted', 'obsession', 'wing', 'adoptive', 'squash', 'blooded', 'reins', 'generation', 'daughter', 'richer', 'gutter', 'bostona', 'sailora', 'sole', 'lavish', 'cufflinks', 'successfully', 'household', 'history', 'youngest', 'enemy', 'class']",Clan Heir's Obsession,"The eldest son of a powerful clan is consumed by an unwarranted obsession with his adoptive sister, leading to intense, often inappropriate interactions.",,,False,,5.1,Family & Kinship,Social World Outside Couple,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and snippets suggest this topic is about a character's family and their interactions, not directly involving the heroine or hero. It does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc.",0.0
