topic_id,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_phase,radway_phase_name,radway_is_none,radway_confidence,label,scene_summary,primary_categories,secondary_categories,label_is_noise,keywords,name,secondary_cats,composite_key,composite_name,composite_note
173,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Friendship Bonding,"The couple, inseparable since freshman year, shares laughter and stories in their dorm room.","romance_core, domestic_life","setting:dorm_room, activity:laughing_and_talking",False,"friendship, friend, buddies, benefits, friendships, acquaintances, wea, friendsa, slowlya, school",Friendship Bonding,"setting:dorm_room, activity:laughing_and_talking",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
175,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Underwater Glance,A person struggles to maintain composure while trying to catch another's attention underwater.,"romance_core, relationship_conflict","setting:underwater, activity:trying_to_get_attention",False,"rachela, maggiea, michaela, leveled, blinked, believe, taga, cooed, confirmed, underwater",Underwater Glance,"setting:underwater, activity:trying_to_get_attention",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
180,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,low,Ode Recital,She recites the same ode every time they meet.,"romance_core, domestic_life","setting:home, activity:reciting",False,"ode, deserve, believed, ended, outdo, flashing, geometry, stratosphere, adhered, cleanup",Ode Recital,"setting:home, activity:reciting",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
183,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",medium,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Division Discussion,The couple discusses their division of labor in the kitchen.,"domestic_life, relationship_conflict","setting:kitchen, activity:discussion",False,"division, stick, excuse, probably, , , , , , ",Division Discussion,"setting:kitchen, activity:discussion",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
185,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Thrilling Experiences,The couple shares exciting and extraordinary moments together.,,,False,"awesome, wonderful, extraordinary, glorious, exciting, stunning, spectacular, thrilling, satisfying, ita",Thrilling Experiences,,H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
189,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,low,Weekend Planning,The couple discusses and plans their upcoming weekend activities.,"romance_core, domestic_life","setting:home, activity:planning",False,"tomorrow, weekend, monday, weekends, saturday, weekenda, thursday, holiday, noon, nudist",Weekend Planning,"setting:home, activity:planning",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
193,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Birthday Surprise For Friend,She excitedly plans and executes a surprise birthday party for her friend.,"romance_core, social_setting","setting:party, activity:planning_surprise",False,"patricka, yells, dopey, friend, nervously, announces, nudging, presents, birthday, wasted",Birthday Surprise For Friend,"setting:party, activity:planning_surprise",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
198,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,low,Holiday Horseplay,"The couple, on holiday, playfully interact with a horse at a stable.","romance_core, physical_affection","setting:stable, activity:horseplay",False,"sainta, growls, stiffens, patron, smirks, snickers, holidays, swings, prayera, grownups",Holiday Horseplay,"setting:stable, activity:horseplay",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
204,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,II,Turning Point & Recognition,False,medium,Forgetting And Reminding,"She reminds him of something he'd forgotten, sparking a conversation about their shared past.","romance_core, relationship_conflict","setting:kitchen, activity:conversation",False,"forget, forgot, forgotten, forgetting, completely, everybody, silliness, friendliest, requisite, defcon",Forgetting And Reminding,"setting:kitchen, activity:conversation",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
210,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Reunion Conversation In Car,"The couple, reunited after years, converse in a parked car, reminiscing about their past and exploring their feelings.","romance_core, relationship_conflict","setting:car, activity:conversing",False,"emerya, ensemble, muttered, groaned, asked, jensena, gesturing, laughed, reunion, feelings",Reunion Conversation In Car,"setting:car, activity:conversing",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
218,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Birdwatching In Park,"The couple sits on a bench in the park, watching birds and ducks.","romance_core, domestic_life","setting:park, activity:birdwatching",False,"pigeon, birds, duck, duckling, chirping, wings, speculate, pecking, crows, antics",Birdwatching In Park,"setting:park, activity:birdwatching",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
220,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,I,Initial Conflict & Isolation,False,medium,Evening Boat Ride,"The couple relaxes on a boat, enjoying the evening and each other's company.","romance_core, domestic_life","setting:boat, activity:relaxing",False,"margota, eddiea, couldn, didn, wasn, blinked, moment, raised, boat, inspiration",Evening Boat Ride,"setting:boat, activity:relaxing",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
221,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Quick Shower Hygiene,She leads her into the bathroom and turns on the hot water for a quick shower.,"domestic_life, physical_affection","setting:bathroom, activity:showering",False,"shower, bathroom, bath, towel, restroom, toilet, showered, tub, towels, quick",Quick Shower Hygiene,"setting:bathroom, activity:showering",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
226,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),5.2,Friends & Social Circles,Social World Outside Couple,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Disco Night Adventure,She and her girlfriend dance the night away at a lively disco in Maine.,"romance_core, social_setting","setting:disco, activity:dancing",False,"hayesa, doesna, wants, copying, imperial, disco, infinity, pottery, scandalous, doga",Disco Night Adventure,"setting:disco, activity:dancing",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
228,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R13,Heroine's identity is restored,III,Commitment & Restoration,False,medium,Homecoming Conversations,The couple shares emotional conversations upon returning home.,"romance_core, domestic_life","setting:home, activity:conversation",False,"home, edit, literally, heading, homesick, likea, sense, want, descriptions, schooled",Homecoming Conversations,"setting:home, activity:conversation",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
230,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),1.5,Exercise & Physical Activity,Embodied & Sensory Experience,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Wheelchair Bonding,"The couple, Churchill and his partner, bond over his fondness for golf and her interest in information about him, as she sits on his lap in the wheelchair.","romance_core, physical_affection","setting:wheelchair, activity:bonding",False,"didn, testily, talked, hadn, wasn, cast, wheelchair, figured, repeated, told",Wheelchair Bonding,"setting:wheelchair, activity:bonding",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
232,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Winning Bid Excitement,She excitedly shares the news of winning a house at an auction with her partner in the car.,"romance_core, social_setting","setting:car, activity:sharing_good_news",False,"won, winning, firsthand, blah, wins, prize, earn, arena, importantlya, definitely",Winning Bid Excitement,"setting:car, activity:sharing_good_news",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
233,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Admiring Intelligence,He admired her intelligence as they discussed their shared interests over dinner.,"romance_core, social_setting","setting:restaurant, activity:discussing",False,"loved, liked, adored, attractive, proud, intelligent, looked, excellent, pieces, stunning",Admiring Intelligence,"setting:restaurant, activity:discussing",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
242,5.2,Friends & Social Circles,Social World Outside Couple,,,,medium,False,none,None of the above,NA,Not a narrative function,True,high,Awkward Handshake Introduction,"Ellie hesitates before extending her hand to Lottie, who looks uncertain about the gesture.","social_setting, relationship_conflict","setting:office, activity:handshake",False,"davea, elliea, says, asks, clasps, sadiea, class, gives, handshake, lottiea",Awkward Handshake Introduction,"setting:office, activity:handshake",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
243,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Fearless Ladies Conversation,The fearless ladies engage in an outspoken conversation around the table.,"romance_core, social_setting","setting:table, activity:conversation",False,"charlottea, answer, answered, reply, epitome, ladies, stammer, acknowledges, deteriorated, helloa",Fearless Ladies Conversation,"setting:table, activity:conversation",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
246,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,medium,Captain's Real Name Revelation,"She turns in his arms, smiling up at him, as he reveals his real name over the intercom.","romance_core, relationship_conflict","setting:car, activity:revelation",False,"captaina, following, wraps, moves, weeksa, badge, placing, stands, try, looks",Captain's Real Name Revelation,"setting:car, activity:revelation",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
250,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),1.1,Body Parts & Physical Reactions,Embodied & Sensory Experience,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Protective Conversations By Firelight,"She loved him, their conversations bolder and headstrong, as he protectively pampered her by the firelight.","romance_core, relationship_conflict","setting:fireplace, activity:conversation",False,"loved, loves, adored, clearly, humbled, protector, cared, soul, madly, conversations",Protective Conversations By Firelight,"setting:fireplace, activity:conversation",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
256,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,low,Hushed Conversations,"She whispered, he leaned in, their voices low in the dimly lit room.","romance_core, relationship_conflict","setting:bedroom, activity:whispering",False,"shh, whew, uh, ah, huh, whata, wrong, whack, wh, ew",Hushed Conversations,"setting:bedroom, activity:whispering",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
258,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,II,Turning Point & Recognition,False,medium,Sunset Parade Motivation,"She watched the parade, motivated by the sunset, her hand shot out as she finished her magazine.","romance_core, domestic_life","setting:parade, activity:motivating",False,"austina, youra, parade, happened, flippantly, sidling, abruptly, didna, issues, wherea",Sunset Parade Motivation,"setting:parade, activity:motivating",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
260,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Nodding Agreement At Table,He nodded in agreement at the table with the waiter.,"romance_core, domestic_life","setting:restaurant, activity:nodding",False,"nodded, shrugged, scowl, shrug, agreement, gearshift, assertion, tracea, waiter, sullenly",Nodding Agreement At Table,"setting:restaurant, activity:nodding",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
263,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Riddles And Challenges,The couple engages in a playful game of riddles and challenges to test each other's wit and intelligence.,,,False,"supposed, whata, question, challenge, true, isna, means, conventional, presumptuous, riddle",Riddles And Challenges,,H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
265,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Careful Tune-up Before Night Out,She carefully checks and tunes her car before their night out.,"domestic_life, social_setting","setting:car, activity:checking, activity:tuning",False,"just, checking, saya, practicing, record, careful, tune, curveball, easy, peasy",Careful Tune-up Before Night Out,"setting:car, activity:checking, activity:tuning",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
275,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,medium,Back-to-back Support,"The couple stands back-to-back, each having the other's back in a moment of solidarity.","romance_core, physical_affection","setting:standing, activity:back_to_back",False,"othera, lives, compatible, live, better, work, connected, synapses, physically, pasts",Back-to-back Support,"setting:standing, activity:back_to_back",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
281,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Sleeping Together,"She watches him sleep, exhausted from the night's activities.","romance_core, domestic_life","setting:bed, activity:sleeping",False,"sleep, asleep, slept, night, woke, fell, sleeps, woken, wake, bed",Sleeping Together,"setting:bed, activity:sleeping",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
282,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R11,Hero declares love and demonstrates commitment,III,Commitment & Restoration,False,high,Emotional Love Confession,"She told him she loved him, hoping for a reciprocated declaration.","romance_core, relationship_conflict","setting:bedroom, activity:confessing_love",False,"loved, respect, grandparentsa, outlast, interfered, woolton, mortgage, exceptions, grandkids, utmost",Emotional Love Confession,"setting:bedroom, activity:confessing_love",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
284,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Dog Whining,The dog whines repeatedly from the back of the room.,domestic_life,"setting:room, activity:whining",False,"whines, maxa, answered, bounds, wriggles, perplexed, barks, outmaneuvered, rigidly, extremes",Dog Whining,"setting:room, activity:whining",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
287,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,II,Turning Point & Recognition,False,medium,Legendary Certainty,"He knew her, and she knew him, with a certainty that transcended words.","romance_core, relationship_conflict","setting:table, activity:conversation",False,"knew, exactly, understood, doing, knows, heard, course, needed, gloating, befuddled",Legendary Certainty,"setting:table, activity:conversation",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
289,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Classical Music Appreciation,The couple enjoys listening to classical music together.,"romance_core, domestic_life","setting:home, activity:listening_to_music",False,"music, band, song, musicians, classical, jazz, playing, play, speakers, songs",Classical Music Appreciation,"setting:home, activity:listening_to_music",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
292,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Shower Hygiene,"He steps into the shower, turning on the water and washing himself.","domestic_life, physical_affection","setting:bathroom, activity:showering",False,"shower, bathroom, towel, bath, tub, restroom, toilet, walks, towels, shirt",Shower Hygiene,"setting:bathroom, activity:showering",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
305,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Quiet Conversation About Best Option,"The couple sits quietly, discussing the best course of action.","romance_core, relationship_conflict","setting:quiet, activity:discussing_options",False,"best, thata, thing, really, recommend, ita, probably, highly, quietest, younga",Quiet Conversation About Best Option,"setting:quiet, activity:discussing_options",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
306,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Playful Laughter In Fun Setting,The couple laughs and grins at each other while enjoying a humorous moment together in a fun setting.,,,False,"laughs, laugh, laughter, grins, holidays, resuscitation, issuesa, giggles, amphitheater, humorous",Playful Laughter In Fun Setting,,H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
307,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Color Scheme Discussion,The couple discusses their favorite colors and shades around the table.,"romance_core, domestic_life","setting:table, activity:discussion",False,"colors, favorite, yellow, scheme, bright, ones, shade, primary, packets, burgundy",Color Scheme Discussion,"setting:table, activity:discussion",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
319,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,medium,Nighttime Carousel Conversation,She confesses her feelings in the car under the night sky.,"romance_core, social_setting","setting:car, activity:confession",False,"enjoy, penguins, buildup, unsurprisingly, americaa, cabs, nightie, carousel, bass, thrive",Nighttime Carousel Conversation,"setting:car, activity:confession",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
327,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Nodding Agreement,She nods in agreement during a conversation around the table.,"romance_core, domestic_life","setting:table, activity:nodding",False,"nod, thank, solemnly, dribble, zit, prompt, undeniable, briskly, eagerly, guards",Nodding Agreement,"setting:table, activity:nodding",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
330,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Smiling And Laughing Together,"The couple, smiling and laughing, shares playful moments together.","romance_core, physical_affection","setting:various, activity:laughing, activity:smiling",False,"marleya, confidante, splutters, goofily, pleads, kicking, suma, ra, stylist, glance",Smiling And Laughing Together,"setting:various, activity:laughing, activity:smiling",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
334,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Resolute Nodding Agreement,She nodded resolutely in agreement during a prolonged conversation.,"romance_core, domestic_life","setting:table, activity:nodding",False,"nodded, enthusiastically, solemnly, smiled, politely, chewed, slowly, encouragingly, perfunctory, declarations",Resolute Nodding Agreement,"setting:table, activity:nodding",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
336,5.2,Friends & Social Circles,Social World Outside Couple,,,,medium,False,none,None of the above,NA,Not a narrative function,True,high,Polite Conversations,"She asks, he answers politely.","social_setting, romance_core","setting:restaurant, activity:dinner",False,"alternatives, automatically, beg, thanks, answer, hear, looking, make, say, way",Polite Conversations,"setting:restaurant, activity:dinner",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
337,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,low,Hasty Question Game,She quickly asks him questions while they play a board game around the table.,"romance_core, physical_affection","setting:table, activity:questioning",False,"tell, did, yodeling, told, pointers, metaphor, vent, hasty, boards, deed",Hasty Question Game,"setting:table, activity:questioning",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
344,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,low,Slow-paced Conversation,"She hesitates, choosing her words carefully as they sit across from each other at the kitchen table.","romance_core, relationship_conflict","setting:kitchen, activity:conversation",False,"slow, slower, motion, slows, snail, slowing, process, pace, controlled, experimentation",Slow-paced Conversation,"setting:kitchen, activity:conversation",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
358,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Victorious Sports Celebration,"He celebrates his team's victory with a triumphant roar, earning admiring glances from the crowd.","social_setting, physical_affection","setting:sports_event, activity:celebrating",False,"merinaa, earful, fizzled, victorious, barreled, tabloids, partly, barked, attained, achel",Victorious Sports Celebration,"setting:sports_event, activity:celebrating",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
362,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Adorable Nephew And Schnoodle,"The couple coos over their adorable nephew and his schnoodle, finding them absolutely adorable.","domestic_life, social_setting","setting:home, activity:cooing",False,"adorable, cutest, nephew, cutes, absolutely, schnoodle, easter, whitea, beinga, incredibly",Adorable Nephew And Schnoodle,"setting:home, activity:cooing",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
363,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,medium,Goofball's Webcam Connection,"She watches him on webcam, feeling a connection despite his goofball antics.","romance_core, physical_affection","setting:webcam, activity:video_chat",False,"garretta, fulfilled, owners, sees, accepting, shouldna, letting, prophecy, webcam, salaciousa",Goofball's Webcam Connection,"setting:webcam, activity:video_chat",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
365,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Morning Grooming In Bathroom,"She looks at her reflection in the bathroom mirror, her eyes meeting her own as she prepares for the day.","domestic_life, physical_affection","setting:bathroom, activity:grooming",False,"mirror, reflection, bathroom, stare, survey, mirrors, glance, length, studied, look",Morning Grooming In Bathroom,"setting:bathroom, activity:grooming",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
13,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,high,Playful Laughter And Smiles,The couple shares playful laughter and smiles while looking at each other.,"romance_core, physical_affection","setting:living_room, activity:laughing",False,"smiled, smile, smiles, laugh, laughs, laughed, grinned, grin, eyebrows, giggles",Playful Laughter And Smiles,"setting:living_room, activity:laughing",I_humor_lightness,I) Humor / Lightness,comic relief / breezy tone proxies
14,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,high,Playful Smiling Interactions,The couple exchanges playful smiles and laughter while interacting.,"romance_core, physical_affection","setting:various, activity:smiling, activity:laughing",False,"smile, smiles, grin, smiled, laugh, grinned, grins, laughed, laughs, smirked",Playful Smiling Interactions,"setting:various, activity:smiling, activity:laughing",I_humor_lightness,I) Humor / Lightness,comic relief / breezy tone proxies
25,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Playful Laughter And Smiles,The couple shares playful laughter and smiles while interacting.,"romance_core, physical_affection","setting:living_room, activity:laughing",False,"smile, laugh, laughter, grin, smiled, grinned, burst, laughed, chuckled, force",Playful Laughter And Smiles,"setting:living_room, activity:laughing",I_humor_lightness,I) Humor / Lightness,comic relief / breezy tone proxies
78,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Tender Forehead Kisses,"The couple, sitting close, shares tender forehead kisses.","romance_core, physical_affection","setting:car, activity:kissing",False,"lucaa, wraps, enzoa, cups, eliciting, gaze, looks, brushing, arm, smiles",Tender Forehead Kisses,"setting:car, activity:kissing",I_humor_lightness,I) Humor / Lightness,comic relief / breezy tone proxies
140,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Silent Staring Conversation,"Across the room, their eyes meet and hold, conveying unspoken emotions.","romance_core, relationship_conflict","setting:room, activity:staring",False,"jamesona, milesa, proves, stammers, stares, rolls, sits, imagine, transferring, laughs",Silent Staring Conversation,"setting:room, activity:staring",I_humor_lightness,I) Humor / Lightness,comic relief / breezy tone proxies
152,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R2,Heroine reacts antagonistically to the hero,I,Initial Conflict & Isolation,False,medium,Hesitant Glances At Market,"She hesitates, her gaze lingering on him as he walks away from the market.","romance_core, social_setting","setting:market, activity:staring",False,"valentinaa, valentinoa, looks, smiles, gaze, hesitates, nod, grandmother, stares, market",Hesitant Glances At Market,"setting:market, activity:staring",I_humor_lightness,I) Humor / Lightness,comic relief / breezy tone proxies
