label,prevalence,mass,concentration_ratio,topic_id,keywords,scene_summary,label_is_noise
Scornful Head Shaking,0.358695652173913,0.000892978843421487,2.956910270255166,322,"shook, head, shaking, dislodge, scornful, lockdown, graying, slightly, behavior, chortled",He scornfully shakes his head at her.,False
Scowling At Beeps,0.03260869565217391,0.00026945724469331495,13.089854512679558,366,"scowl, beeping, beeps, beeped, crews, frowning, galloped, spelling, bees, mango","She scowls at the beeping sounds, her expression smooth like the avocado she's slicing for smoothies.",False
Seminar Networking,0.9891304347826086,0.0034202544621991285,10.140239286199755,348,"seminar, swallowed, received, geniuses, brochures, slackened, clients, spiel, didn, pharmaceuticals",Business-minded attendees connect and discuss opportunities during a seminar.,False
Serious Conversation About Relationship,0.021739130434782608,0.0012028470597220502,33.972182276247416,122,"lewisa, mission, asked, information, hunting, informant, descriptions, saved, friend, helping","She looked into his eyes, ready to discuss their uncertain relationship.",False
Shoulder Burden,1.0,0.011327450508239734,1.6334951448700006,349,"shoulders, raise, hunch, slump, square, straighten, weight, roll, dignity, bunch","She raises her shoulders, carrying a heavy burden on the beachside.",False
Shower Hygiene,1.0,0.004788687787640102,2.6837019307607592,57,"shower, bathroom, bath, tub, toilet, bathtub, showers, restroom, showering, showered","The couple heads into the bathroom, with one of them taking a shower.",False
Siblings' Confusing Disclosure,0.9891304347826086,0.002516439786868643,2.6672377462493073,200,"sister, sistera, partnera, niece, daughter, older, disclosure, mask, members, sibling",A sister and her older sibling have a tense conversation about a hidden truth.,False
Silent Ride Together,0.45652173913043476,0.0011135538190318764,3.0873671454939107,35,"silent, fell, remained, beat, stays, descends, awkward, stretched, stretches, moment","The couple sits silently together in a car, each lost in their own thoughts.",False
Silent Staring Conversation,0.043478260869565216,0.0008113888040338607,30.620829807122952,59,"tristana, smiles, replies, broadly, laughs, puts, glares, mutters, harrya, asks","The couple sits silently, staring at each other, trying to read each other's expressions.",False
Sister's Confusing Admissions,0.36594202898550726,0.001460999661100389,31.07624996541282,104,"kelseya, asks, says, pigeon, uh, helpful, sustainable, excited, cork, answers","Kelsea struggles to understand her sister's cryptic, emotional admissions.",False
Sister's Drug Struggle,0.2391304347826087,0.0018103435894995716,38.12952417254888,113,"daphnea, audreya, drugs, curious, sister, shrugged, volunteer, continued, suspected, labela","The sister, determined to help, visits Daphne in her apartment.",False
Sister's Tragic Letters,0.1956521739130435,0.0017007154941048417,33.42588994118307,101,"gretchena, bronta, library, letter, letters, kleenex, headed, writer, gave, racked",The writer reads his sister's tragic letters in the library.,False
Sisters Reflecting On Childhood,1.0,0.005643969915660499,5.061524597178185,350,"didn, wasn, won, sell, childhood, months, guarded, defensive, sister, problemsa","The sisters sit together, reflecting on their shared childhood experiences and its lasting impact on their lives.",False
Size Comparison Conversation,0.9782608695652174,0.002804159501209923,1.6457706717518852,285,"bigger, huge, size, solid, heavy, geometry, massive, inch, large, larger","The couple compares the size of objects, leading to flirtatious banter.",False
Sleep Deprivation,1.0,0.0025333083385489378,1.7786094460962463,56,"sleep, asleep, slept, nap, hours, wake, night, woke, nighta, fall","She tosses and turns, unable to find rest in the quiet bedroom.",False
Sleeping Together,0.8586956521739131,0.0015886458088545507,1.9523212074615295,281,"sleep, asleep, slept, night, woke, fell, sleeps, woken, wake, bed","She watches him sleep, exhausted from the night's activities.",False
Slow-paced Conversation,0.9782608695652174,0.0021774673902877364,1.7919156306952586,344,"slow, slower, motion, slows, snail, slowing, process, pace, controlled, experimentation","She hesitates, choosing her words carefully as they sit across from each other at the kitchen table.",False
Smiling And Laughing Together,0.6195652173913043,0.0014135581314144556,13.754230690974037,330,"marleya, confidante, splutters, goofily, pleads, kicking, suma, ra, stylist, glance","The couple, smiling and laughing, shares playful moments together.",False
Snarky Banter In Morning,0.75,0.001421737479619546,2.684395236613455,217,"snarky, innit, arouses, raincheck, hangina, bye, tough, frisky, naw, sidekick",She teases him with snarky remarks as they wake up together in the morning.,False
Snowy Winter Walk,1.0,0.002115609402839168,2.2187524494829094,112,"rain, winter, wet, raining, chilly, icy, snowing, rained, flakes, freezing","The couple walks through the snowy streets, flakes falling around them.",False
Starting Conversation,0.0,1.0610107644955964e-05,12.702782678933806,241,"okaya, wella, arranged, start, yeah, let, ita, ia, , ","She hesitates, then starts the conversation with him in the car.",False
Statue Of Liberty Visit,0.03260869565217391,0.000527291197068334,27.476068267685967,247,"statue, earnestly, ora, gently, sister, piranhas, outpouring, slept, cornbread, lavishing",She excitedly points out the Statue of Liberty during their boat ride.,False
Struggling With Authentic Feelings,1.0,0.003195613327553356,1.9972938710839703,188,"feels, deal, authentic, stuff, isna, happening, whats, believe, struggle, realness","She grapples with the authenticity of her emotions, repeatedly telling herself it's not real, yet feeling its intensity.",False
Stubble And Tousled Hair,1.0,0.006022421712233266,4.137436460357259,312,"hair, stubble, shaved, forehead, tousled, shaven, shave, mussed, scruff, shadow","He runs a hand through his tousled hair, dark stubble dappling his chin.",False
Stubborn Resistance,0.9347826086956522,0.001779009550586023,1.9190967423936853,177,"staying, command, strong, youa, cana, stays, willing, stayed, longer, cosmos","He refuses to back down, standing his ground in the face of her persistent requests.",False
Sunset Beach Walk,1.0,0.0020865928802804566,2.5884536280414943,135,"sun, sky, beach, clouds, horizon, sand, ocean, sunset, orange, cloud","The couple walks along the beach, watching the sun set over the ocean.",False
Sunset Parade Motivation,0.5652173913043478,0.0014550548738320463,17.282025649045945,258,"austina, youra, parade, happened, flippantly, sidling, abruptly, didna, issues, wherea","She watched the parade, motivated by the sunset, her hand shot out as she finished her magazine.",False
Sweaty Forehead During Intimacy,0.9130434782608695,0.0020520428619761237,3.3239319037074266,231,"sweat, beads, sweating, trickles, sweaty, palms, bead, forehead, skin, spine",She notices beads of sweat trickling down his forehead as they grow closer.,False
Talking About Relationship,0.8260869565217391,0.0015857744810256651,14.27879128409486,293,"jensena, fixer, total, complaining, pained, adviser, outmaneuvered, rewritten, flittered, spat","The couple sits at a table, discussing their relationship dynamics and feelings.",False
Tearful Apology,0.08695652173913043,0.0008296547350584518,1.3575764333179021,273,"sorry, apologize, apology, ia, apologized, whispered, ruined, apologizing, truly, hastily","She, tears streaming down her face, apologizes to him in a soft, contrite voice.",False
Tearful Emotional Moment,0.9565217391304348,0.0019581988569738864,1.962419144808788,239,"tears, prick, wipe, blink, cheeks, tear, leak, sting, stung, welled","She struggles to hold back tears, her eyes welling up as she grapples with her emotions.",False
Tearful Sobbing,0.9565217391304348,0.0019363516251827803,2.2271535290507334,270,"cried, tears, sobbing, sobbed, bawling, weep, stop, whatsoever, feminine, start","She sat alone, tears streaming down her face, sobbing uncontrollably.",False
Tender Forehead Kisses,0.5271739130434783,0.004626591030079996,10.120199166677459,12,"kisses, kissed, tongue, mouth, cheek, neck, leans, lip, licks, soft","He tenderly kisses her forehead, leaning in with soft lips.",False
Threatening Affair Disclosure,1.0,0.005414206504050107,4.362082016776577,333,"marca, weapons, compare, threats, sworn, cubicle, hadn, york, affair, conscious","In the cubicle, Vanessa threatens to reveal their affair to Mark's ex-wife.",False
Thrilling Experiences,1.0,0.0023999031919121907,1.6201530005918134,185,"awesome, wonderful, extraordinary, glorious, exciting, stunning, spectacular, thrilling, satisfying, ita",The couple shares exciting and extraordinary moments together.,False
Time Perception Distortion,1.0,0.004113950817114612,2.1737728091612016,29,"minutes, weeks, months, days, week, hours, years, month, seconds, hour","She felt like hours had passed, but it was only minutes.",False
Timing Discussion About Relationship,0.6086956521739131,0.0011737825542961506,2.099464093381785,354,"really, happening, necessarily, anymore, depress, minion, faintest, freckle, objected, problem","The couple sits at a table, discussing their relationship's future and past.",False
Trash Can Trial,0.0,4.626357792304143e-06,2.2879531318877944,222,"yeah, benjamina, aftera, trial, hauled, sale, rode, goda, wella, sistera",The couple argues near the trash can during a heated discussion.,False
Triggered Argument,1.0,0.0036960825184904687,1.933652013809717,237,"knew, exactly, happen, bastiana, rioting, volley, did, forte, meticulously, starred","The couple argues in the living room, triggered by a sudden remark.",False
Trust Assurance Conversation,1.0,0.0035273443643149397,1.862456434465531,156,"trust, trusted, trustworthy, issues, forgave, able, instincts, circle, gut, cana","The couple, sitting at a table, reassures each other about their trust and commitment.",False
Unclear Feelings Conversation,0.08695652173913043,0.0008380371709352493,2.536382327390238,28,"dona, want, say, need, think, talk, really, anymore, anybody, flatter","The couple sits at a table, struggling to express their feelings.",False
Unclear Relationship Feelings,0.8680124223602484,0.005033156461334945,11.88331651609582,4,"seen, felt, ia, wanted, hea, experienced, loved, dated, thought, told",The couple expresses confusion about their relationship status and past behavior.,False
Underwater Glance,1.0,0.003229714871339452,9.494239840105715,175,"rachela, maggiea, michaela, leveled, blinked, believe, taga, cooed, confirmed, underwater",A person struggles to maintain composure while trying to catch another's attention underwater.,False
Unexpected Barroom Moment,0.09782608695652174,0.0016715268515940288,46.26300183832987,157,"trinitya, didn, couldn, inquired, muttered, segue, exclaimed, wordless, debated, sudden","In the midst of a lively barroom, a sudden, wordless moment of warmth passes between Trinity and Sam.",False
Unexpected Pregnancy,0.9891304347826086,0.0021715671127519784,2.5509717053316945,154,"pregnancy, test, unplanned, weeks, months, fianca, birth, conception, injection, childbirth","She realizes she's pregnant, grappling with the unplanned news.",False
Upset About Job,0.06521739130434782,0.000779531358654968,1.8347768474144603,40,"loves, doesna, needs, says, miaa, wants, left, likes, lot, job","She struggles with her feelings about her job, confiding in a friend.",False
Urban Threat Assessment,0.4673913043478261,0.0014607820596001398,27.42771323569309,269,"jacksona, looked, boudreauxa, eloquently, selflessness, chuckled, growled, sideways, stony, turned","The couple, in their car on a city boulevard, assesses potential threats from panhandlers and considers regulatory responses.",False
Victorious Sports Celebration,1.0,0.002690999454029599,12.790825171713076,358,"merinaa, earful, fizzled, victorious, barreled, tabloids, partly, barked, attained, achel","He celebrates his team's victory with a triumphant roar, earning admiring glances from the crowd.",False
Vivid Childhood Memories,0.9239130434782609,0.0020139325409440066,3.536810561404709,91,"memories, remember, memory, remembered, remembering, childhood, amnesia, vivid, recall, ones","She recalled vivid memories of her childhood, reliving past events that had been repressed for years.",False
Voyeuristic Secretary,0.043478260869565216,0.0007790438556112779,44.96115010003909,227,"emersona, feels, scuffle, replies, destructive, cra, voyeur, involves, announces, filing","A secretary, feeling watched by her boss, struggles with her emotions while working late.",False
Wanting Something,0.9782608695652174,0.00348183819249728,1.9013229829877178,45,"want, need, wanted, needed, thata, exactly, isna, wanting, tell, just","She wants something, expressing her desire.",False
Wealthy Businessman's Lifestyle,0.7282608695652174,0.0015474996531673034,4.3400007182931475,109,"wealthy, richest, millionaire, eligible, billionairea, wealthiest, wealth, worlda, billion, world",The wealthy businessman discusses business deals over dinner at an upscale restaurant.,False
Weekend Planning,0.8913043478260869,0.0019337118560155881,2.4007953259341552,189,"tomorrow, weekend, monday, weekends, saturday, weekenda, thursday, holiday, noon, nudist",The couple discusses and plans their upcoming weekend activities.,False
Wheelchair Bonding,0.03260869565217391,0.0005799321842890888,42.59168589131684,230,"didn, testily, talked, hadn, wasn, cast, wheelchair, figured, repeated, told","The couple, Churchill and his partner, bond over his fondness for golf and her interest in information about him, as she sits on his lap in the wheelchair.",False
Whispered Love Confessions,0.9891304347826086,0.004991757816379555,2.255054761555275,96,"whispers, whispered, whisper, softly, breaking, ear, plea, murmured, soft, someday",She whispers her love in his ear.,False
Whispered Secrets,0.8043478260869565,0.0017202284332474061,5.313061379736996,76,"whisper, whispered, murmur, whispers, whata, breathy, shh, contorting, conceited, meek",She whispers secrets to him in the dimly lit bedroom.,False
Whispered Secrets Between Lovers,0.5163043478260869,0.0016401138462669802,16.967585754287988,119,"elliota, snaps, glares, replies, daniela, epitome, goes, gives, billya, takes","In a quiet moment, a couple exchanges hushed confessions and secrets, their eyes locked and smiles subtle.",False
Wine Tasting At Dinner,1.0,0.012778645127261944,2.017126412828822,11,"wine, kitchen, plate, sip, waitress, bottle, cup, mug, dinner, food","The couple sits at a dinner table, sipping wine and waiting for their food.",False
Wine-drinking At Table,1.0,0.008501626730414038,2.9346273626252604,6,"wine, sip, bottle, drunk, whiskey, waiter, scotch, alcohol, drinking, poured","The couple sits at a table, sipping wine from their glasses.",False
Winning Bid Excitement,1.0,0.0033622689706651874,2.136017621318346,232,"won, winning, firsthand, blah, wins, prize, earn, arena, importantlya, definitely",She excitedly shares the news of winning a house at an auction with her partner in the car.,False
Witch's Daughter Murder Plot,0.8913043478260869,0.0018551270032285225,13.437713963339833,234,"winniea, witch, laughed, asked, murdering, flared, chided, sitter, daughter, chimed",The witch's daughter plans to murder someone while her mother is away.,False
Work At Desk,0.9891304347826086,0.0028276146360679826,2.5723636615773913,259,"desk, laptop, papers, office, cubicle, stack, screen, paper, chair, seat","She sits behind her desk, worried, as she waits for news on her computer.",False
Work-related Evening Call,0.05434782608695652,0.0009486364450222798,30.620138463800867,95,"harpera, spoke, worlds, asked, spending, personal, client, consult, consolidate, fib",She makes a work-related call in the evening.,False
Work-related Presentation,1.0,0.013097007483136427,1.379019099282201,223,"wea, work, need, talked, presentation, whatevera, talk, discuss, adults, handle",The couple discusses work and expectations in the office before the presentation.,False
Wrongful Termination Discussion,0.7934782608695652,0.001446161468326332,2.9036055598656194,352,"fired, lawyers, attorney, terminated, termination, resign, assets, case, getting, temping",A lawyer and a client discuss the details of a wrongful termination case in a law office.,False
Yearlong Relationship Reflection,1.0,0.004629805454641309,1.6447123296076165,311,"wea, shared, downs, cycle, yearlong, created, worked, years, squared, accidentally","The couple, sitting at a table, reflects on their thousands of times together over the yearlong cycle of their relationship.",False
