topic_id,label,keywords,primary_category,primary_weight,all_categories
344,Slow Burn Romance,"slow, slower, motion, snail, process, pace, experimentation, pitfalls, weekday, circles",Z_noise_oog,1.000000,Z_noise_oog(1.000)
345,Dashing Rogue and His Reluctant Love,"daft, tramp, charmer, architectural, dense, conclusions, jump, fur, buildings, firm",Z_noise_oog,1.000000,Z_noise_oog(1.000)
346,Passionate Rivalry at Conferences,"admirable, passionate, shortcuts, anxiousness, verb, horrors, postal, conferences, gasps, coldhearted",Z_noise_oog,1.000000,Z_noise_oog(1.000)
347,Explicit Intimacy,yessss,B_mutual_intimacy,1.000000,B_mutual_intimacy(1.000)
348,Business Negotiations and Challenges,"seminar, geniuses, brochures, clients, spiel, pharmaceuticals, brothel, brochure, challenge, inflection",K_work_corporate,1.000000,K_work_corporate(1.000)
349,Bearing Burdens on the Beachside,"shoulders, weight, dignity, bunch, shoulder, beachside, fall, coil, risks, burden",S_scene_anchor,1.000000,S_scene_anchor(1.000)
350,Sister's Protective Decision,"childhood, months, defensive, sister, clinic, permission, wasteland, decisions, bashful, goddesses",M_health_recovery,0.333333,"M_health_recovery(0.333), J_family_support(0.333), R1_protectiveness(0.333)"
351,Water Activities and Romance,"pool, swimming, swim, scum, gene, float, swimmer, cabana, indoor, waterfall",S_scene_anchor,1.000000,S_scene_anchor(1.000)
352,Legal Professionals and Career Changes,"lawyers, attorney, termination, assets, case, prosecution, wrongful, banker, job, editors",K_work_corporate,0.750000,"K_work_corporate(0.750), S_scene_anchor(0.250)"
353,Realizations and Regrets,"regret, regrets, realizations, validity, runny, entree, eon, scandals, liable, things",Z_noise_oog,1.000000,Z_noise_oog(1.000)
354,Threatening Drug Dealer,"minion, faintest, freckle, problem, dodge, types, slightest, timing, drugs, threatening",E_threat_danger,1.000000,E_threat_danger(1.000)
355,Sunburned Blush in the Forest,"cheeks, flush, floods, hotter, forest, sunburned, decree, plank, blush, nauseating",Z_noise_oog,1.000000,Z_noise_oog(1.000)
356,Epic Fantasy Confrontations,"fight, battle, fights, battles, dragons, feud, war, confrontation, fighter, supremacy",Z_noise_oog,1.000000,Z_noise_oog(1.000)
357,Hungover Aftermath and Personality Clashes,"hungover, herculean, whats, accordion, personality, decadence, protest, tv, gallop, imitation",L_vices_addictions,1.000000,L_vices_addictions(1.000)
358,Sports Celebration,"earful, victorious, tabloids, goal, local, magnanimous, stag, finite, performances, placid",G_rituals_gifts,0.500000,"G_rituals_gifts(0.500), P_tech_media(0.500)"
360,Relaxation and Recovery,"rest, relaxing, relaxed, relaxation, averse, awash, peace, moping, minute, exhibit",M_health_recovery,1.000000,M_health_recovery(1.000)
361,Proud and Grateful Partner,"glad, proud, excited, grateful, wonderful, talented, consultants, sentiments, endeavor, adventurous",Z_noise_oog,1.000000,Z_noise_oog(1.000)
362,Adorable Nephew and His Pet,"adorable, cutest, nephew, schnoodle, juvenile, human, immature, shops, lethal, omg",Z_noise_oog,1.000000,Z_noise_oog(1.000)
363,Prophetic Love Connection,"owners, webcam, goofball, prophecy, blankness, relationships, nightclubs, version, lows, connection",P_tech_media,1.000000,P_tech_media(1.000)
364,Reluctant Reunion,"distance, excuses, easier, reminder, role, choice, existent, warehouses, recluse, fictional",N_separation_reunion,0.700000,"N_separation_reunion(0.700), A_commitment_hea(0.300)"
365,Self-Reflection in the Bathroom,"mirror, reflection, bathroom, mirrors, glance, length, look, haggard, sink, hoodie",H_domestic_nesting,0.500000,"H_domestic_nesting(0.500), O_appearance_aesthetics(0.500)"
366,Morning Routine with Annoyance,"scowl, beeping, beeps, crews, spelling, bees, smoothie, avocado, bananas, crackers",Z_noise_oog,1.000000,Z_noise_oog(1.000)
367,Protective Guardian,"privacy, safer, invasion, protection, safety, duty, secure, footprint, unwritten, identities",R1_protectiveness,1.000000,R1_protectiveness(1.000)
