topic_id,label,keywords,scene_summary,label_is_noise,taxonomy_main_group,taxonomy_main_name,taxonomy_confidence,taxonomy_is_noise,taxonomy_secondary_group,taxonomy_secondary_name,radway_phase_name,radway_phase,radway_main_name,radway_confidence,radway_is_none,gate3_pass,mapping_notes,is_other,is_paratext,is_unmapped,is_low_coverage,is_author_dominant_high,is_author_dominant_med
168,Changes In Relationship Dynamics,"changed, change, changes, everythinga, mind, topic, things, subject, revise, transformation",The couple discusses the changes in their relationship over time.,False,Relationship Trajectory (Main Couple),"Secrets, Misunderstandings & Hidden Information",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
169,Risky Business Decision,"risky, stake, low, far, risk, responsibility, temptation, expensive, busy, toodles",The couple argues in the kitchen about a risky business move.,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
170,Noon Conversations,"rebeccaa, cassiea, katea, startling, shrieked, winces, thanks, noon, analogies, required",The couple engages in curious and thoughtful discussions during the day.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,medium,False,False,,False,False,False,False,False,False
171,Bedroom Intimacy,"bed, mattress, bedroom, edge, sits, carries, covers, pushes, pillow, crawls","The couple sits on the bed, legs touching, as they share intimate moments.",False,"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,high,False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
172,Unclear Relationship Feelings,"stellaa, avaa, resurfaced, julesa, unrecognizable, musta, bridgeta, widened, parted, woulda",Stella and the unnamed narrator exchange uncertain glances and have a conversation about their relationship.,False,Relationship Trajectory (Main Couple),"Secrets, Misunderstandings & Hidden Information",medium,False,,,Initial Conflict & Isolation,I,Heroine reacts antagonistically to the hero,medium,False,False,,False,False,False,False,False,False
173,Friendship Bonding,"friendship, friend, buddies, benefits, friendships, acquaintances, wea, friendsa, slowlya, school","The couple, inseparable since freshman year, shares laughter and stories in their dorm room.",False,Social World Outside Couple,Friends & Social Circles,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
174,Despairing About Worst Scenarios,"worse, worst, happen, things, terrible, far, horrible, despicable, scenario, times","She sat alone, contemplating the worst-case scenarios that could possibly happen.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Initial Conflict & Isolation,I,Heroine's social identity is destroyed,medium,False,False,,False,False,False,False,False,False
175,Underwater Glance,"rachela, maggiea, michaela, leveled, blinked, believe, taga, cooed, confirmed, underwater",A person struggles to maintain composure while trying to catch another's attention underwater.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",medium,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
176,Emotional Throat Tightness,"throat, lump, clear, dries, swallowed, bile, tight, knot, clogged, cough","She struggles to hold back tears, feeling a lump in her throat as she tries to express her emotions.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Initial Conflict & Isolation,I,Heroine responds with anger or coldness,low,False,False,,False,False,False,False,False,False
177,Stubborn Resistance,"staying, command, strong, youa, cana, stays, willing, stayed, longer, cosmos","He refuses to back down, standing his ground in the face of her persistent requests.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,high,False,False,,False,False,False,False,False,False
178,Pursuit Of Happiness,"happiness, happier, make, makes, satisfaction, happily, deserve, cheerful, tools, percent","The couple reflects on their journey together, finding happiness in each other's company.",False,"Emotions, Cognition & Inner Life",Positive Emotions & Security,high,False,,,Commitment & Restoration,III,Heroine's identity is restored,high,False,False,,False,False,False,False,False,False
179,Harem Conversation,"heidia, asked, cried, soa, applies, bathing, engage, pouted, insisted, labor","Heidia's boyfriends show up unexpectedly during a conversation, causing tension and stress.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",medium,False,Social World Outside Couple,Friends & Social Circles,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
180,Ode Recital,"ode, deserve, believed, ended, outdo, flashing, geometry, stratosphere, adhered, cleanup",She recites the same ode every time they meet.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,low,False,False,,False,False,False,False,False,False
181,Exasperated Conversations,"lovelloa, released, grunt, expressionless, strides, remained, chuckled, halted, song, shifted","He glowered, exasperated, as she tried to explain herself.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
182,Cheek Heating Conversation,"tough, umma, jerky, battle, dig, cheeks, theya, talk, getting, ita","She blushes, her cheeks heating up as she discusses something personal with him.",False,"Emotions, Cognition & Inner Life",Positive Emotions & Security,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
183,Division Discussion,"division, stick, excuse, probably, , , , , , ",The couple discusses their division of labor in the kitchen.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",medium,False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
184,Low Voice Conversations,"low, lowers, trails, gruff, husky, hoarse, drops, rough, speaks, soft","He speaks to her, his voice low, in a quiet, intimate setting.",False,"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
185,Thrilling Experiences,"awesome, wonderful, extraordinary, glorious, exciting, stunning, spectacular, thrilling, satisfying, ita",The couple shares exciting and extraordinary moments together.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
186,186____,", , , , , , , , , ",,,,,,False,,,,NA,,,False,False,,False,False,True,False,False,False
187,Political Planning Session,"plan, plans, work, united, conditions, figure, suited, states, planning, bantered","Politicians gather around a table, discussing feasible action plans and conditions.",False,"Work, Wealth, Status & Institutions",Hero's Elite Work & Business World,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
188,Struggling With Authentic Feelings,"feels, deal, authentic, stuff, isna, happening, whats, believe, struggle, realness","She grapples with the authenticity of her emotions, repeatedly telling herself it's not real, yet feeling its intensity.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Initial Conflict & Isolation,I,Heroine responds with anger or coldness,medium,False,False,,False,False,False,False,False,False
189,Weekend Planning,"tomorrow, weekend, monday, weekends, saturday, weekenda, thursday, holiday, noon, nudist",The couple discusses and plans their upcoming weekend activities.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,low,False,False,,False,False,False,False,False,False
190,Religious Piety Display,"et, religion, priest, deity, salvation, religious, puke, showering, greek, fondler","He kneels to pray, showing off his piety in front of others.",False,"Emotions, Cognition & Inner Life",Positive Emotions & Security,high,False,,,Turning Point & Recognition,II,Heroine reinterprets hero's behaviour as result of previous hurt,medium,False,False,,False,False,False,False,False,False
191,Business Meeting With Client,"eddiea, wasn, onboarding, didn, couldn, blinked, mitchella, meeting, complied, karaoke","Eddie meets with a client in an office, discussing business and his role in the company.",False,"Work, Wealth, Status & Institutions",Hero's Elite Work & Business World,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
192,Optimistic Reassurance,"everythinga, ita, perfectly, suited, going, sashimi, fixable, totally, shhhh, sod",She reassures him that everything will be fine.,False,"Emotions, Cognition & Inner Life",Positive Emotions & Security,high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
193,Birthday Surprise For Friend,"patricka, yells, dopey, friend, nervously, announces, nudging, presents, birthday, wasted",She excitedly plans and executes a surprise birthday party for her friend.,False,Social World Outside Couple,Friends & Social Circles,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
194,Author Acknowledgment Section,"authors, acknowledgments, authora, reviews, reading, purchase, series, thank, authorized, fiction",The author thanks readers and acknowledges supporters in the acknowledgments section of their novel.,True,Special,Noise / Technical / Paratext,high,True,,,Not a narrative function,NA,None of the above,high,True,False,,False,True,False,False,False,False
195,Business Deal Negotiation,"spoke, asked, cartera, walked, reservation, blakea, noraa, smiled, pro, standards","The couple, seated around a table, engages in intense negotiations over a business deal.",False,"Work, Wealth, Status & Institutions",Hero's Elite Work & Business World,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
196,Admiring Handsome Man,"attractive, hea, incredibly, refined, devastatingly, handsomeness, irresistible, looks, endowed, looked",She admires his stunning features and irresistible looks in a luxurious hotel suite.,False,"Sexuality, Attraction & Intimacy",Attraction & Sexual Tension,high,False,,,Initial Conflict & Isolation,I,Heroine interprets hero's behaviour as purely sexual interest,medium,False,False,,False,False,False,False,False,False
197,Breakup Reflection,"breakera, asks, closure, margaritas, refer, rule, joins, numbers, says, uh","She sits alone, margarita in hand, reflecting on their breakup and the decade they spent together.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Initial Conflict & Isolation,I,Heroine reacts antagonistically to the hero,medium,False,False,,False,False,False,False,False,False
198,Holiday Horseplay,"sainta, growls, stiffens, patron, smirks, snickers, holidays, swings, prayera, grownups","The couple, on holiday, playfully interact with a horse at a stable.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,low,False,False,,False,False,False,False,False,False
199,Apprehensive Password Exchange,"liaa, case, password, owners, kick, danish, perking, disappear, ehhh, happening","She hesitates before sharing her password, feeling apprehensive about the figurative implications.",False,Relationship Trajectory (Main Couple),"Secrets, Misunderstandings & Hidden Information",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
200,Siblings' Confusing Disclosure,"sister, sistera, partnera, niece, daughter, older, disclosure, mask, members, sibling",A sister and her older sibling have a tense conversation about a hidden truth.,False,Social World Outside Couple,Family & Kinship,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
201,Jealousy Conversation,"jealous, jealousy, tribute, irrationally, envious, mediocre, elderly, envy, girlfriend, pang",The couple discusses their feelings of jealousy and irrational thoughts.,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Heroine reacts antagonistically to the hero,medium,False,False,,False,False,False,False,False,False
202,Hatred-fueled Argument,"hated, hate, hates, despised, disliked, hating, represented, despise, history, hatred","She and he argue heatedly in the kitchen, fueled by long-standing hatred.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
203,Incessant Complaints About Broccoli,"bronta, sharona, revulsion, guests, creature, evacuated, register, doubted, funa, minibar","The couple, at a restaurant in the Bahamas, argues incessantly about the broccoli on their plates.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
204,Forgetting And Reminding,"forget, forgot, forgotten, forgetting, completely, everybody, silliness, friendliest, requisite, defcon","She reminds him of something he'd forgotten, sparking a conversation about their shared past.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",medium,False,,,Turning Point & Recognition,II,Heroine reinterprets hero's behaviour as result of previous hurt,medium,False,False,,False,False,False,False,False,False
205,Rule-breaking Encounter,"fuckup, rule, horny, rules, hint, rest, half, job, world, maybe","She defies the rules, leading to a passionate encounter in the car.",False,"Sexuality, Attraction & Intimacy",Explicit Sexual Acts,high,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",Commitment & Restoration,III,Heroine responds sexually and emotionally,high,False,False,,False,False,False,False,False,False
206,Audience-focused Decision,"hadn, didn, audience, couldn, lavishing, blinked, glanced, wouldn, formidable, compact","Poppy, on stage, considers her audience's reaction before turning back to her rival.",False,Relationship Trajectory (Main Couple),"Secrets, Misunderstandings & Hidden Information",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
207,Scent-induced Arousal,"scent, cologne, smell, smells, smelled, soap, musk, sandalwood, cedar, masculine","She closes her eyes, inhaling deeply, as his masculine scent fills her nostrils, igniting a wave of desire in the bedroom.",False,"Sexuality, Attraction & Intimacy",Attraction & Sexual Tension,high,False,,,Initial Conflict & Isolation,I,Heroine interprets hero's behaviour as purely sexual interest,high,False,False,,False,False,False,False,False,False
208,Desperate Harem Offer,"wants, wanted, want, badly, astonishingly, desperate, bluest, harem, alwaysa, empowering","She, desperate for his affection, offers herself to him in a harem-like setting.",False,"Sexuality, Attraction & Intimacy",Explicit Sexual Acts,high,False,,,Commitment & Restoration,III,Heroine responds sexually and emotionally,high,False,False,,False,False,False,False,False,False
209,Clan Heir's Obsession,"fitzpatricka, brennana, eldest, clan, ireland, unwarranted, obsession, wing, adoptive, squash","The eldest son of a powerful clan is consumed by an unwarranted obsession with his adoptive sister, leading to intense, often inappropriate interactions.",False,Social World Outside Couple,Family & Kinship,medium,False,Relationship Trajectory (Main Couple),"Secrets, Misunderstandings & Hidden Information",Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
210,Reunion Conversation In Car,"emerya, ensemble, muttered, groaned, asked, jensena, gesturing, laughed, reunion, feelings","The couple, reunited after years, converse in a parked car, reminiscing about their past and exploring their feelings.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
211,Hair Play During Intimacy,"hair, blonde, waves, shoulders, bun, strands, fell, swept, breeze, braid","She runs her fingers through his hair, playing with the strands as they sit close together.",False,"Sexuality, Attraction & Intimacy",Kissing & Non-Explicit Affection,high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,low,False,False,,False,False,False,False,False,False
212,Office Work At Desk,"desk, screen, laptop, monitor, office, stare, papers, drawer, chair, paperweight","She sits at her desk in the office, staring at her computer screen.",False,"Work, Wealth, Status & Institutions",Shared Workplaces & Professional Interaction,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
213,Deep Breaths During Emotional Moment,"breath, hitches, breathes, deep, breathing, groans, sucked, throat, lungs, blew","She takes deep, ragged breaths to calm herself during an emotional conversation.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
214,Evasive Answers,"lottiea, asks, says, question, questiona, omg, connect, answer, say, whata","She asks him questions, but he evades giving direct answers.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
215,Overprotective Ogre's Sudden Outburst,"shocked, dona, stunned, worrying, upset, worries, ia, aback, rattled, shockeda","An enraged ogre, overprotective of his loved one, suddenly lashes out in a shocking display of anger.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,"Conflict, Risk & Harm","Violence, Threats & Coercion",Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
216,Death And Suicide Conversations,"die, dead, died, deaths, killed, dying, mortification, murdered, murder, kills",The couple discusses their fears and past experiences with death and suicide.,False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Initial Conflict & Isolation,I,Heroine's social identity is destroyed,medium,False,False,,False,False,False,False,False,False
217,Snarky Banter In Morning,"snarky, innit, arouses, raincheck, hangina, bye, tough, frisky, naw, sidekick",She teases him with snarky remarks as they wake up together in the morning.,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
218,Birdwatching In Park,"pigeon, birds, duck, duckling, chirping, wings, speculate, pecking, crows, antics","The couple sits on a bench in the park, watching birds and ducks.",False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
219,Human Nature Reflection,"assignment, humans, course, actuality, picturea, enviable, did, par, fixture, represented",She contemplates the complexities of human nature.,False,"Emotions, Cognition & Inner Life","Beliefs, Values & Moral Reflection",high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
220,Evening Boat Ride,"margota, eddiea, couldn, didn, wasn, blinked, moment, raised, boat, inspiration","The couple relaxes on a boat, enjoying the evening and each other's company.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
221,Quick Shower Hygiene,"shower, bathroom, bath, towel, restroom, toilet, showered, tub, towels, quick",She leads her into the bathroom and turns on the hot water for a quick shower.,False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
222,Trash Can Trial,"yeah, benjamina, aftera, trial, hauled, sale, rode, goda, wella, sistera",The couple argues near the trash can during a heated discussion.,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
223,Work-related Presentation,"wea, work, need, talked, presentation, whatevera, talk, discuss, adults, handle",The couple discusses work and expectations in the office before the presentation.,False,"Work, Wealth, Status & Institutions",Hero's Elite Work & Business World,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
224,224____,", , , , , , , , , ",,,,,,False,,,,NA,,,False,False,,False,False,True,False,False,False
225,Early Morning Hesitation,"early, latea, ita, minutes, bylaws, wasn, stipulate, realized, mosquitoes, technically","She hesitates, unsure if it's too early to share her feelings.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,medium,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
226,Disco Night Adventure,"hayesa, doesna, wants, copying, imperial, disco, infinity, pottery, scandalous, doga",She and her girlfriend dance the night away at a lively disco in Maine.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,Social World Outside Couple,Friends & Social Circles,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
227,Voyeuristic Secretary,"emersona, feels, scuffle, replies, destructive, cra, voyeur, involves, announces, filing","A secretary, feeling watched by her boss, struggles with her emotions while working late.",False,"Sexuality, Attraction & Intimacy",Attraction & Sexual Tension,medium,False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,Initial Conflict & Isolation,I,Heroine interprets hero's behaviour as purely sexual interest,medium,False,False,,False,False,False,False,False,False
228,Homecoming Conversations,"home, edit, literally, heading, homesick, likea, sense, want, descriptions, schooled",The couple shares emotional conversations upon returning home.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,"Spaces, Time, Activities & Objects",Domestic Spaces & Routines,Commitment & Restoration,III,Heroine's identity is restored,medium,False,False,,False,False,False,False,False,False
229,Fascinated Gaze,"widens, narrowed, gaze, widened, widen, tilts, narrows, brows, tilted, furrowed","She looks at him, her gaze widening with fascination.",False,"Sexuality, Attraction & Intimacy",Attraction & Sexual Tension,high,False,,,Initial Conflict & Isolation,I,Heroine interprets hero's behaviour as purely sexual interest,medium,False,False,,False,False,False,False,False,False
230,Wheelchair Bonding,"didn, testily, talked, hadn, wasn, cast, wheelchair, figured, repeated, told","The couple, Churchill and his partner, bond over his fondness for golf and her interest in information about him, as she sits on his lap in the wheelchair.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,Embodied & Sensory Experience,Exercise & Physical Activity,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
231,Sweaty Forehead During Intimacy,"sweat, beads, sweating, trickles, sweaty, palms, bead, forehead, skin, spine",She notices beads of sweat trickling down his forehead as they grow closer.,False,Embodied & Sensory Experience,Body Parts & Physical Reactions,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
232,Winning Bid Excitement,"won, winning, firsthand, blah, wins, prize, earn, arena, importantlya, definitely",She excitedly shares the news of winning a house at an auction with her partner in the car.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
233,Admiring Intelligence,"loved, liked, adored, attractive, proud, intelligent, looked, excellent, pieces, stunning",He admired her intelligence as they discussed their shared interests over dinner.,False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Hero treats heroine tenderly,medium,False,False,,False,False,False,False,False,False
234,Witch's Daughter Murder Plot,"winniea, witch, laughed, asked, murdering, flared, chided, sitter, daughter, chimed",The witch's daughter plans to murder someone while her mother is away.,False,Social World Outside Couple,Family & Kinship,medium,False,Relationship Trajectory (Main Couple),"Secrets, Misunderstandings & Hidden Information",Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
235,Imperious Gaze,"henrya, dennya, turns, smuckersa, gaze, spins, narrows, everybody, defray, gets","He stares imperiously at her, his gaze intense and commanding.",False,"Sexuality, Attraction & Intimacy",Attraction & Sexual Tension,high,False,,,Initial Conflict & Isolation,I,Heroine interprets hero's behaviour as purely sexual interest,medium,False,False,,False,False,False,False,False,False
236,Sarcastic Jokes,"joke, funny, jokea, whata, amusing, isna, sick, sarcasm, somethinga, freakin","She laughs at his sarcastic jokes, but feels uncomfortable with their lack of genuine humor.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",medium,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
237,Triggered Argument,"knew, exactly, happen, bastiana, rioting, volley, did, forte, meticulously, starred","The couple argues in the living room, triggered by a sudden remark.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,low,False,False,,False,False,False,False,False,False
238,Clarifying Conversation,"rumbles, load, huh, point, isna, things, asked, , , ","The couple sits at a table, trying to understand each other's perspective.",False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
239,Tearful Emotional Moment,"tears, prick, wipe, blink, cheeks, tear, leak, sting, stung, welled","She struggles to hold back tears, her eyes welling up as she grapples with her emotions.",False,"Emotions, Cognition & Inner Life",Negative Emotions & Distress,high,False,,,Initial Conflict & Isolation,I,Heroine's social identity is destroyed,medium,False,False,,False,False,False,False,False,False
240,Career-focused Relationship Struggles,"ia, worked, applied, developed, years, tasked, built, research, achieved, deal",She thought about their relationship while booking a flight for her career opportunity.,False,Relationship Trajectory (Main Couple),"Secrets, Misunderstandings & Hidden Information",medium,False,"Work, Wealth, Status & Institutions",Heroine's Work & Professional Identity,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,medium,False,False,,False,False,False,False,False,False
241,Starting Conversation,"okaya, wella, arranged, start, yeah, let, ita, ia, , ","She hesitates, then starts the conversation with him in the car.",False,Relationship Trajectory (Main Couple),"Meeting, First Impressions & Setup",high,False,,,Initial Conflict & Isolation,I,Heroine's social identity is destroyed,low,False,False,,False,False,False,False,False,False
242,Awkward Handshake Introduction,"davea, elliea, says, asks, clasps, sadiea, class, gives, handshake, lottiea","Ellie hesitates before extending her hand to Lottie, who looks uncertain about the gesture.",False,Social World Outside Couple,Friends & Social Circles,medium,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
243,Fearless Ladies Conversation,"charlottea, answer, answered, reply, epitome, ladies, stammer, acknowledges, deteriorated, helloa",The fearless ladies engage in an outspoken conversation around the table.,False,Social World Outside Couple,Friends & Social Circles,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,True,False,False,False,False
244,Age Gap Roleplay,"cordless, drill, didn, accomplished, reassuring, results, oldest, strides, homebody, maybach","Gage, the older man, assumes a paternal role with Haven, intervening on her behalf and remembering details about people they meet.",False,Social World Outside Couple,Family & Kinship,high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
245,Midnight Clock Glance,"clock, nightstand, ticking, glanced, digital, glance, ticked, midnight, countdown, hour","She glances at the digital clock on the nightstand, watching the hour hand tick towards midnight.",False,"Spaces, Time, Activities & Objects","Time, Seasons & Temporal Framing",high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
246,Captain's Real Name Revelation,"captaina, following, wraps, moves, weeksa, badge, placing, stands, try, looks","She turns in his arms, smiling up at him, as he reveals his real name over the intercom.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,,,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,medium,False,False,,False,False,False,False,False,False
247,Statue Of Liberty Visit,"statue, earnestly, ora, gently, sister, piranhas, outpouring, slept, cornbread, lavishing",She excitedly points out the Statue of Liberty during their boat ride.,False,Social World Outside Couple,"Community, Norms & Social Events",high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
248,Doomsday Incident Discussion,"happened, happen, happening, did, just, going, interpretation, darlin, doom, gone",The couple discusses the impending doom and failure of an incident in the gallery.,False,Relationship Trajectory (Main Couple),"Conflict, Distance & Breakup Threats",high,False,,,Initial Conflict & Isolation,I,Hero and heroine are physically or emotionally separated,high,False,False,,False,False,False,False,False,False
249,Belief Discussion,"believe, admit, cana, expect, macka, validity, scotcha, ehh, prophecy, laminate",The couple discusses their beliefs in the garage.,False,"Emotions, Cognition & Inner Life","Beliefs, Values & Moral Reflection",high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
250,Protective Conversations By Firelight,"loved, loves, adored, clearly, humbled, protector, cared, soul, madly, conversations","She loved him, their conversations bolder and headstrong, as he protectively pampered her by the firelight.",False,Relationship Trajectory (Main Couple),"Bonding, Everyday Intimacy & Growth",high,False,Embodied & Sensory Experience,Body Parts & Physical Reactions,Turning Point & Recognition,II,Heroine responds warmly to hero's tenderness,low,False,False,,False,False,False,False,False,False
251,Press Conference Speech,"georgiaa, thosea, press, conference, yelped, scolded, giggled, cursing, laughed, called",She confidently delivers her speech at a press conference.,False,Social World Outside Couple,"Community, Norms & Social Events",high,False,,,Not a narrative function,NA,None of the above,high,True,False,,False,False,False,False,False,False
