topic_id,keywords,num_keywords,label,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
193,"patricka, yells, dopey, friend, nervously, announces, nudging, presents, birthday, wasted",27,193_patricka_yells_dopey_friend,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic focuses on a social interaction between the heroine and a friend named Patrick, with no direct involvement or interaction with the hero. It does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc."
194,"authors, acknowledgments, authora, reviews, reading, purchase, series, thank, authorized, fiction",27,194_authors_acknowledgments_authora_reviews,noise,Noise / Technical / Paratext,Special,,,,high,True,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about author acknowledgments and reviews, which are not central to the heroine–hero romance arc. It belongs to the 'noise' category and does not realise any of Radway's functions."
195,"spoke, asked, cartera, walked, reservation, blakea, noraa, smiled, pro, standards",27,195_spoke_asked_cartera_walked,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets do not contain any direct references to the heroine, hero, or their relationship. The topic is about a business or work setting, with no clear connection to the romance narrative arc. Therefore, it does not primarily realise any of Radway's 13 functions and is best classified as 'none of the above'."
196,"attractive, hea, incredibly, refined, devastatingly, handsomeness, irresistible, looks, endowed, looked",27,196_attractive_hea_incredibly_refined,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets focus on the hero's attractiveness, which the heroine interprets as purely sexual interest, fitting Radway's function R4 (Heroine interprets hero's behaviour as purely sexual interest)."
197,"breakera, asks, closure, margaritas, refer, rule, joins, numbers, says, uh",27,197_breakera_asks_closure_margaritas,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine's distress and anger towards the hero (Breaker), as indicated by the repeated mention of his words 'hitting' her hard and her refusal to talk to him. This aligns with Radway's R2 function, where the heroine reacts antagonistically to the hero."
198,"sainta, growls, stiffens, patron, smirks, snickers, holidays, swings, prayera, grownups",27,198_sainta_growls_stiffens_patron,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets suggest a tender, intimate exchange between the hero and heroine, which aligns with R8. However, the lack of explicit context makes the confidence level low."
199,"liaa, case, password, owners, kick, danish, perking, disappear, ehhh, happening",27,199_liaa_case_password_owners,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets suggest a lack of communication and understanding between the characters, indicated by questions, snorts, and texts. This aligns with the function of physical or emotional separation (R7) in the initial conflict phase of the romance narrative."
200,"sister, sistera, partnera, niece, daughter, older, disclosure, mask, members, sibling",27,200_sister_sistera_partnera_niece,5.1,Family & Kinship,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on family and kinship, specifically the heroine's sister. This topic does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc, as it is about the social world outside the couple."
201,"jealous, jealousy, tribute, irrationally, envious, mediocre, elderly, envy, girlfriend, pang",27,201_jealous_jealousy_tribute_irrationally,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic's representative snippets revolve around jealousy, which is a common source of conflict and antagonism in the initial stages of a romance. The heroine's jealousy of the hero's attention towards someone else can lead to arguments and tension, fitting Radway's function R2."
202,"hated, hate, hates, despised, disliked, hating, represented, despise, history, hatred",27,202_hated_hate_hates_despised,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('he hated her', 'she hated that part') suggest a separation or breakup threat, fitting R7. The lack of keywords and previous labels/summaries doesn't contradict this interpretation."
203,"bronta, sharona, revulsion, guests, creature, evacuated, register, doubted, funa, minibar",27,203_bronta_sharona_revulsion_guests,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main taxonomy category 'Conflict, Distance & Breakup Threats' suggests a separation or threat of separation between the hero and heroine, which aligns with Radway's R7 function. The representative snippets do not indicate any explicit breakup or separation, but the mention of 'mysterious [NAME]' could imply a threat to the relationship, supporting R7."
204,"forget, forgot, forgotten, forgetting, completely, everybody, silliness, friendliest, requisite, defcon",27,204_forget_forgot_forgotten_forgetting,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R10,Heroine reinterprets hero's behaviour as result of previous hurt,,II,Turning Point & Recognition,False,medium,"The topic's keywords and snippets suggest a conversation between the heroine and hero, where they reminisce about past events, indicating a recognition and reinterpretation of past actions. This aligns with Radway's function R10, where the heroine reinterprets the hero's behaviour as a result of previous hurt."
205,"fuckup, rule, horny, rules, hint, rest, half, job, world, maybe",27,205_fuckup_rule_horny_rules,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' and the representative snippets ('rule #22: fuck.', 'the fuckup.') clearly indicate a sexual union scene, which is a key part of Phase III in Radway's narrative functions."
206,"hadn, didn, audience, couldn, lavishing, blinked, glanced, wouldn, formidable, compact",27,206_hadn_didn_audience_couldn,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around Poppy's unexpected encounters with [NAME], suggesting a physical or emotional separation between them. The topic's placement under 'Secrets, Misunderstandings & Hidden Information' further supports this, as it implies a separation due to hidden information or misunderstandings."
207,"scent, cologne, smell, smells, smelled, soap, musk, sandalwood, cedar, masculine",27,207_scent_cologne_smell_smells,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,high,"The topic revolves around the heroine's intense attraction to the hero's scent, which she finds intoxicating and arousing. This is a clear example of the heroine interpreting the hero's behaviour as purely sexual interest, fitting Radway's function R4."
208,"wants, wanted, want, badly, astonishingly, desperate, bluest, harem, alwaysa, empowering",27,208_wants_wanted_want_badly,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' directly corresponds to Radway's function R12, which involves explicit sexual and emotional union. The representative snippets ('he wants me as much as i want him', 'i want him to do whatever the hell he wants with me') further emphasize the sexual tension and desire, supporting the choice of R12."
209,"fitzpatricka, brennana, eldest, clan, ireland, unwarranted, obsession, wing, adoptive, squash",27,209_fitzpatricka_brennana_eldest_clan,5.1,Family & Kinship,Social World Outside Couple,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and snippets suggest this topic is about a character's family and their interactions, not directly involving the heroine or hero. It does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc."
210,"emerya, ensemble, muttered, groaned, asked, jensena, gesturing, laughed, reunion, feelings",27,210_emerya_ensemble_muttered_groaned,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic's keywords and snippets suggest tender interactions between the heroine and hero, indicated by phrases like 'emeryâs hand went into mine again'. This aligns with R8, where the hero treats the heroine tenderly, fostering intimacy and growth in their relationship."
211,"hair, blonde, waves, shoulders, bun, strands, fell, swept, breeze, braid",27,211_hair_blonde_waves_shoulders,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's focus on hair, which is often used to convey affection or intimacy in romance narratives, suggests a tender moment between the hero and heroine. However, without more context, it's difficult to be certain."
212,"desk, screen, laptop, monitor, office, stare, papers, drawer, chair, paperweight",27,212_desk_screen_laptop_monitor,6.3,Shared Workplaces & Professional Interaction,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about a workplace setting and a desk, with no mention of the heroine or hero. It does not primarily realise any of Radway's 13 functions in the heroine–hero narrative arc."
213,"breath, hitches, breathes, deep, breathing, groans, sucked, throat, lungs, blew",27,213_breath_hitches_breathes_deep,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic's keywords and representative snippets do not indicate any specific interaction or development between the heroine and hero. The topic focuses solely on the heroine's brief, isolated reaction, which does not drive the narrative of their relationship forward."
214,"lottiea, asks, says, question, questiona, omg, connect, answer, say, whata",27,214_lottiea_asks_says_question,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around a conversation between the hero and heroine that seems to be a moment of tension or disagreement, indicated by the phrase 'one thing you need to get straight, lottie'. This suggests a separation or breakup threat, fitting R7. The main_category of 4.4 also supports this, as it falls under 'Conflict, Distance & Breakup Threats'."
215,"shocked, dona, stunned, worrying, upset, worries, ia, aback, rattled, shockeda",27,215_shocked_dona_stunned_worrying,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main_category 'Conflict, Distance & Breakup Threats' and secondary_category 'Violence, Threats & Coercion' suggest a separation or threat of separation between the hero and heroine. The representative snippets ('shocked', 'impressed') imply a reaction to a surprising or intense event, which could be a breakup or a threat to their relationship, fitting R7."
216,"die, dead, died, deaths, killed, dying, mortification, murdered, murder, kills",27,216_die_dead_died_deaths,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around death and distress, which often triggers the heroine's social identity destruction in romance narratives. The topic keywords and representative snippets suggest a major blow to the heroine's emotional state, leaving her isolated and distressed."
217,"snarky, innit, arouses, raincheck, hangina, bye, tough, frisky, naw, sidekick",27,217_snarky_innit_arouses_raincheck,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around conflict and tension in the relationship, with the heroine feeling uncomfortable and defensive. The use of 'sweetheart' as a sarcastic or dismissive term by the hero suggests a lack of warmth and emotional connection, indicating a separation or threat of separation (R7)."
218,"pigeon, birds, duck, duckling, chirping, wings, speculate, pecking, crows, antics",27,218_pigeon_birds_duck_duckling,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about pigeons and their treatment, with no direct relation to the heroine–hero relationship. It doesn't fit any of Radway's functions and is more about a side character or a metaphor, not the main narrative arc."
219,"assignment, humans, course, actuality, picturea, enviable, did, par, fixture, represented",27,219_assignment_humans_course_actuality,3.4,"Beliefs, Values & Moral Reflection","Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic lacks keywords, label, scene summary, and category signals, making it impossible to map to any Radway function. It appears to be a placeholder or an error in the data."
220,"margota, eddiea, couldn, didn, wasn, blinked, moment, raised, boat, inspiration",27,220_margota_eddiea_couldn_didn,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the hero's actions that lead to separation from the heroine, such as taking work off her plate and being certain about his actions without her input. The representative snippet '[NAME] in jail' also suggests a physical separation. This fits R7 as the couple is separated due to the hero's actions."
221,"shower, bathroom, bath, towel, restroom, toilet, showered, tub, towels, quick",27,221_shower_bathroom_bath_towel,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about showering, a domestic activity, and does not directly relate to the heroine–hero relationship or narrative arc. It is not one of Radway's 13 functions."
222,"yeah, benjamina, aftera, trial, hauled, sale, rode, goda, wella, sistera",27,222_yeah_benjamina_aftera_trial,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the lack of keywords or previous label/summary suggest a scenario where the hero and heroine are separated or experiencing tension, fitting R7. The 'yeah.' snippets could indicate brief, non-committal responses, which might be due to distance or conflict."
223,"wea, work, need, talked, presentation, whatevera, talk, discuss, adults, handle",27,223_wea_work_need_talked,6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets ('weâll make it work.', 'weâll have to work on that.') suggest a focus on problem-solving or determination, but they do not relate to the heroine–hero relationship or any of Radway's 13 functions. The Stage 2 taxonomy group 'Hero's Elite Work & Business World' further supports this, as it's about the hero's work and business, not the romance arc."
224,", , , , , , , , , ",27,224____,,,,,,,,False,,,,NA,,False,,
225,"early, latea, ita, minutes, bylaws, wasn, stipulate, realized, mosquitoes, technically",27,225_early_latea_ita_minutes,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets do not contain any elements related to the heroine or hero, nor do they describe any events or emotions that would typically occur in the heroine–hero romance arc. The Stage 2 taxonomy classification further supports this, as the topic falls under 'Negative Emotions & Distress' in the 'Emotions, Cognition & Inner Life' group, which is not directly related to the main couple's relationship trajectory."
226,"hayesa, doesna, wants, copying, imperial, disco, infinity, pottery, scandalous, doga",27,226_hayesa_doesna_wants_copying,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),5.2,Friends & Social Circles,Social World Outside Couple,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around the hero's friend supporting him, which can be seen as a form of tender care (R8) towards the hero, even if not directly towards the heroine. This supports the heroine's growing understanding of the hero's positive qualities, fitting Phase II of the romance arc."
227,"emersona, feels, scuffle, replies, destructive, cra, voyeur, involves, announces, filing",27,227_emersona_feels_scuffle_replies,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",medium,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets focus on the heroine's feelings of attraction and desire for the hero, Emerson. The heroine feels the hero's attention and eyes on her, indicating sexual tension and attraction, which is typical of Radway's function R4."
228,"home, edit, literally, heading, homesick, likea, sense, want, descriptions, schooled",27,228_home_edit_literally_heading,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R13,Heroine's identity is restored,,III,Commitment & Restoration,False,medium,"The topic revolves around the concept of 'home', which is often associated with the heroine and hero's shared space and signifies a stable, committed relationship in romance narratives. The keywords 'please come home' suggest a longing for reunion and restoration, aligning with the final phase of Radway's functions."
229,"widens, narrowed, gaze, widened, widen, tilts, narrows, brows, tilted, furrowed",27,229_widens_narrowed_gaze_widened,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's keyword 'her gaze widens' suggests a moment of attraction or tension between the heroine and hero, which is a common narrative function in Phase I of Radway's model. This topic does not describe any explicit sexual acts or commitment, so R4 (Heroine interprets hero's behaviour as purely sexual interest) is the most fitting function."
230,"didn, testily, talked, hadn, wasn, cast, wheelchair, figured, repeated, told",27,230_didn_testily_talked_hadn,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),1.5,Exercise & Physical Activity,Embodied & Sensory Experience,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around tender moments and emotional connection between Churchill and the heroine, as indicated by the snippets. The hero's actions, such as not needing to say anything and complimenting the heroine's appearance, suggest tenderness and care, fitting Radway's function R8."
231,"sweat, beads, sweating, trickles, sweaty, palms, bead, forehead, skin, spine",27,231_sweat_beads_sweating_trickles,1.1,Body Parts & Physical Reactions,Embodied & Sensory Experience,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on physical sensations of heat and sweat, which are not directly related to the heroine–hero relationship or any of Radway's 13 functions. Therefore, it is best classified as 'none of the above'."
232,"won, winning, firsthand, blah, wins, prize, earn, arena, importantlya, definitely",27,232_won_winning_firsthand_blah,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets suggest a positive outcome or achievement, which could indicate a warm response from the heroine to the hero's tenderness, fitting R9. However, the lack of explicit romantic or emotional context makes the confidence low."
233,"loved, liked, adored, attractive, proud, intelligent, looked, excellent, pieces, stunning",27,233_loved_liked_adored_attractive,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around expressions of love and affection, which aligns with the tender behavior of the hero towards the heroine in Phase II of the romance narrative. The use of 'loved' and 'love' in the representative snippets suggests a growing emotional connection, fitting Radway's function R8."
234,"winniea, witch, laughed, asked, murdering, flared, chided, sitter, daughter, chimed",27,234_winniea_witch_laughed_asked,5.1,Family & Kinship,Social World Outside Couple,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on the heroine's interactions with her family member (Winnie), not with the hero. The main taxonomy category 'Family & Kinship' further confirms this is not a heroine–hero narrative function."
235,"henrya, dennya, turns, smuckersa, gaze, spins, narrows, everybody, defray, gets",27,235_henrya_dennya_turns_smuckersa,2.1,Attraction & Sexual Tension,"Sexuality, Attraction & Intimacy",,,,high,False,R4,Heroine interprets hero's behaviour as purely sexual interest,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets ('staring imperiously', 'henryâs on fire') suggest a power dynamic and intense attraction, which the heroine might interpret as purely sexual interest (R4). The lack of explicit sexual acts or commitment language makes R12 less likely."
236,"joke, funny, jokea, whata, amusing, isna, sick, sarcasm, somethinga, freakin",27,236_joke_funny_jokea_whata,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around a joke that isn't funny, suggesting a lack of connection or understanding between the hero and heroine. This dynamic often leads to conflict, distance, or breakup threats, fitting R7 (Conflict, Distance & Breakup Threats)."
237,"knew, exactly, happen, bastiana, rioting, volley, did, forte, meticulously, starred",27,237_knew_exactly_happen_bastiana,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,low,"The topic's keywords and representative snippets ('i knew that now.', 'now i knew.', 'i knew that right then and there.') suggest a moment of realization or acceptance, which could indicate a separation or breakup threat, fitting R7."
238,"rumbles, load, huh, point, isna, things, asked, , , ",27,238_rumbles_load_huh_point,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets suggesting a conversation about a potential issue ('what is it?', 'what load?') indicate a separation or threat of separation, fitting R7."
239,"tears, prick, wipe, blink, cheeks, tear, leak, sting, stung, welled",27,239_tears_prick_wipe_blink,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,medium,"The topic's representative snippets repeatedly mention the heroine's tears, indicating distress and emotional turmoil, which aligns with the heroine's social identity being destroyed (R1)."
240,"ia, worked, applied, developed, years, tasked, built, research, achieved, deal",27,240_ia_worked_applied_developed,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),6.2,Heroine's Work & Professional Identity,"Work, Wealth, Status & Institutions",medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the heroine's decision to leave or separate from the hero, as indicated by the phrase 'iâd had enough.' This aligns with Radway's function R7, where the couple is physically or emotionally separated."
241,"okaya, wella, arranged, start, yeah, let, ita, ia, , ",27,241_okaya_wella_arranged_start,4.1,"Meeting, First Impressions & Setup",Relationship Trajectory (Main Couple),,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,low,"The topic's keywords and snippets suggest a lack of context or development, but the main_category 'Meeting, First Impressions & Setup' implies initial contact, which could lead to a major blow to the heroine's social identity or self-concept, fitting R1."
242,"davea, elliea, says, asks, clasps, sadiea, class, gives, handshake, lottiea",27,242_davea_elliea_says_asks,5.2,Friends & Social Circles,Social World Outside Couple,,,,medium,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets do not mention the hero or heroine, and the Stage 2 taxonomy places it in the 'Social World Outside Couple' category. Therefore, this topic does not primarily realise any of Radway's 13 functions and is best classified as 'none'."
243,"charlottea, answer, answered, reply, epitome, ladies, stammer, acknowledges, deteriorated, helloa",27,243_charlottea_answer_answered_reply,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"This topic focuses on friends and social circles, which are not central to the heroine–hero relationship. It does not primarily realise any of Radway's 13 functions."
244,"cordless, drill, didn, accomplished, reassuring, results, oldest, strides, homebody, maybach",27,244_cordless_drill_didn_accomplished,5.1,Family & Kinship,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on Gage's role as a father figure and his interactions with others, not with the heroine. It does not primarily realise any of Radway's 13 functions in the heroine–hero romance arc."
245,"clock, nightstand, ticking, glanced, digital, glance, ticked, midnight, countdown, hour",27,245_clock_nightstand_ticking_glanced,8.4,"Time, Seasons & Temporal Framing","Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about specific times of the day, which does not directly relate to the heroine–hero relationship or narrative arc. It's more about background context."
246,"captaina, following, wraps, moves, weeksa, badge, placing, stands, try, looks",27,246_captaina_following_wraps_moves,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,medium,"The topic revolves around tender moments and shared laughter between the heroine and the hero (Captain), indicating a warm response from the heroine to the hero's tenderness. The snippets show the heroine's affectionate and playful interactions with the hero, which aligns with Radway's function R9."
247,"statue, earnestly, ora, gently, sister, piranhas, outpouring, slept, cornbread, lavishing",27,247_statue_earnestly_ora_gently,5.3,"Community, Norms & Social Events",Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic revolves around the Statue of Liberty, which is a social world outside the couple's relationship. It does not directly relate to the heroine–hero narrative arc, thus it's 'none of the above'."
248,"happened, happen, happening, did, just, going, interpretation, darlin, doom, gone",27,248_happened_happen_happening_did,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,high,"The topic's keywords and representative snippets ('what the hell happened?', 'what the fuck happened?') indicate a situation where something has gone wrong in the relationship, likely leading to a breakup or separation. This aligns with Radway's function R7, where the hero and heroine are physically or emotionally separated."
249,"believe, admit, cana, expect, macka, validity, scotcha, ehh, prophecy, laminate",27,249_believe_admit_cana_expect,3.4,"Beliefs, Values & Moral Reflection","Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic contains no keywords, no label, no scene summary, and no category signals related to the heroine–hero relationship. The representative snippets are generic expressions of disbelief, not tied to any specific narrative function in the romance arc."
250,"loved, loves, adored, clearly, humbled, protector, cared, soul, madly, conversations",27,250_loved_loves_adored_clearly,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),1.1,Body Parts & Physical Reactions,Embodied & Sensory Experience,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness)."
251,"georgiaa, thosea, press, conference, yelped, scolded, giggled, cursing, laughed, called",27,251_georgiaa_thosea_press_conference,5.3,"Community, Norms & Social Events",Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on external communication and events unrelated to the heroine–hero relationship, making it a background topic that does not primarily realise any of Radway's 13 functions."
252,"westona, growls, straightens, cautions, scowls, movea, retorts, turns, smoldering, oops",27,252_westona_growls_straightens_cautions,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's main category 'Conflict, Distance & Breakup Threats' and the representative snippets ('westonâs dog-sitting') suggest a physical or emotional separation between the hero and heroine, fitting R7. The lack of keywords and previous labels/summaries makes the confidence 'medium'."
253,"doing, demanded, asked, going, shrug, stammer, supremacy, question, sacrilege, chides",27,253_doing_demanded_asked_going,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and representative snippets ('what are you doing?', 'what in the hell are you doing?', 'what are you all doing here?') suggest confusion and confrontation, which are typical of a separation or breakup threat in the relationship. The main taxonomy category 'Conflict, Distance & Breakup Threats' also supports this interpretation."
