label,prevalence,mass,concentration_ratio,topic_id,keywords,scene_summary,label_is_noise
Scent-induced Arousal,1.0,0.002512168548020747,2.1125473029007447,207,"scent, cologne, smell, smells, smelled, soap, musk, sandalwood, cedar, masculine","She closes her eyes, inhaling deeply, as his masculine scent fills her nostrils, igniting a wave of desire in the bedroom.",False
Scent-induced Intimacy,0.9130434782608695,0.0023232021079623156,3.3761787292692413,317,"scent, smelled, smell, perfume, nostrils, shampoo, smells, coconut, lavender, flowers","She notices his scent, triggering intimate thoughts and actions.",False
Schoolyard Argument,1.0,0.004376835507351102,9.363098351229615,264,"lilliea, rubya, daughtera, holds, daughter, squeeze, starts, dumpling, eleanora, school",The daughter and her friends argue loudly in the schoolyard.,False
Scornful Head Shaking,0.15217391304347827,0.0006083398129362817,3.0288309466302428,322,"shook, head, shaking, dislodge, scornful, lockdown, graying, slightly, behavior, chortled",He scornfully shakes his head at her.,False
Scowling At Beeps,0.021739130434782608,0.00018246347020795244,13.380870097797443,366,"scowl, beeping, beeps, beeped, crews, frowning, galloped, spelling, bees, mango","She scowls at the beeping sounds, her expression smooth like the avocado she's slicing for smoothies.",False
Seminar Networking,0.967391304347826,0.002334267532589562,10.703822125137313,348,"seminar, swallowed, received, geniuses, brochures, slackened, clients, spiel, didn, pharmaceuticals",Business-minded attendees connect and discuss opportunities during a seminar.,False
Serious Conversation About Relationship,0.021739130434782608,0.0008242457810133645,34.262910539541544,122,"lewisa, mission, asked, information, hunting, informant, descriptions, saved, friend, helping","She looked into his eyes, ready to discuss their uncertain relationship.",False
Shoulder Burden,1.0,0.0077005178775164445,1.6565849390383622,349,"shoulders, raise, hunch, slump, square, straighten, weight, roll, dignity, bunch","She raises her shoulders, carrying a heavy burden on the beachside.",False
Shower Hygiene,0.9945652173913043,0.0032469110861432795,2.742834502488932,57,"shower, bathroom, bath, tub, toilet, bathtub, showers, restroom, showering, showered","The couple heads into the bathroom, with one of them taking a shower.",False
Siblings' Confusing Disclosure,0.9565217391304348,0.0017073920726298334,2.754162759687767,200,"sister, sistera, partnera, niece, daughter, older, disclosure, mask, members, sibling",A sister and her older sibling have a tense conversation about a hidden truth.,False
Silent Ride Together,0.21739130434782608,0.0007555689930664959,3.228082037662288,35,"silent, fell, remained, beat, stays, descends, awkward, stretched, stretches, moment","The couple sits silently together in a car, each lost in their own thoughts.",False
Silent Staring Conversation,0.043478260869565216,0.0005494385096365831,30.143346258065314,59,"tristana, smiles, replies, broadly, laughs, puts, glares, mutters, harrya, asks","The couple sits silently, staring at each other, trying to read each other's expressions.",False
Sister's Confusing Admissions,0.29347826086956524,0.0009978503862678634,31.80540428416145,104,"kelseya, asks, says, pigeon, uh, helpful, sustainable, excited, cork, answers","Kelsea struggles to understand her sister's cryptic, emotional admissions.",False
Sister's Drug Struggle,0.05434782608695652,0.001247751340387175,38.67069504439176,113,"daphnea, audreya, drugs, curious, sister, shrugged, volunteer, continued, suspected, labela","The sister, determined to help, visits Daphne in her apartment.",False
Sister's Tragic Letters,0.07608695652173914,0.0011686172802866895,33.780986667460795,101,"gretchena, bronta, library, letter, letters, kleenex, headed, writer, gave, racked",The writer reads his sister's tragic letters in the library.,False
Sisters Reflecting On Childhood,1.0,0.0038157147695354,4.831730730700012,350,"didn, wasn, won, sell, childhood, months, guarded, defensive, sister, problemsa","The sisters sit together, reflecting on their shared childhood experiences and its lasting impact on their lives.",False
Size Comparison Conversation,0.967391304347826,0.0019003236356088873,1.5861955239833574,285,"bigger, huge, size, solid, heavy, geometry, massive, inch, large, larger","The couple compares the size of objects, leading to flirtatious banter.",False
Sleep Deprivation,0.967391304347826,0.0017210083981911083,1.7908527356229962,56,"sleep, asleep, slept, nap, hours, wake, night, woke, nighta, fall","She tosses and turns, unable to find rest in the quiet bedroom.",False
Sleeping Together,0.6086956521739131,0.0010772235240538986,1.931303633989475,281,"sleep, asleep, slept, night, woke, fell, sleeps, woken, wake, bed","She watches him sleep, exhausted from the night's activities.",False
Slow-paced Conversation,0.8586956521739131,0.0014777965392618337,1.8296742275304718,344,"slow, slower, motion, slows, snail, slowing, process, pace, controlled, experimentation","She hesitates, choosing her words carefully as they sit across from each other at the kitchen table.",False
Smiling And Laughing Together,0.2717391304347826,0.000956890102125843,13.863483880725576,330,"marleya, confidante, splutters, goofily, pleads, kicking, suma, ra, stylist, glance","The couple, smiling and laughing, shares playful moments together.",False
Snarky Banter In Morning,0.42391304347826086,0.0009628640957249626,2.6833242740502525,217,"snarky, innit, arouses, raincheck, hangina, bye, tough, frisky, naw, sidekick",She teases him with snarky remarks as they wake up together in the morning.,False
Snowy Winter Walk,0.8586956521739131,0.0014328217135714805,2.191685566257569,112,"rain, winter, wet, raining, chilly, icy, snowing, rained, flakes, freezing","The couple walks through the snowy streets, flakes falling around them.",False
Starting Conversation,0.0,7.158255194386026e-06,12.737575749552368,241,"okaya, wella, arranged, start, yeah, let, ita, ia, , ","She hesitates, then starts the conversation with him in the car.",False
Statue Of Liberty Visit,0.03260869565217391,0.00035308805881032254,27.631205529254423,247,"statue, earnestly, ora, gently, sister, piranhas, outpouring, slept, cornbread, lavishing",She excitedly points out the Statue of Liberty during their boat ride.,False
Struggling With Authentic Feelings,0.9782608695652174,0.002168278556690762,2.0398597873337763,188,"feels, deal, authentic, stuff, isna, happening, whats, believe, struggle, realness","She grapples with the authenticity of her emotions, repeatedly telling herself it's not real, yet feeling its intensity.",False
Stubble And Tousled Hair,0.9891304347826086,0.004081899293324245,4.280541619950137,312,"hair, stubble, shaved, forehead, tousled, shaven, shave, mussed, scruff, shadow","He runs a hand through his tousled hair, dark stubble dappling his chin.",False
Stubborn Resistance,0.6956521739130435,0.00120753067396385,1.8660614869447363,177,"staying, command, strong, youa, cana, stays, willing, stayed, longer, cosmos","He refuses to back down, standing his ground in the face of her persistent requests.",False
Sunset Beach Walk,0.8369565217391305,0.001414305399510094,2.50504941110831,135,"sun, sky, beach, clouds, horizon, sand, ocean, sunset, orange, cloud","The couple walks along the beach, watching the sun set over the ocean.",False
Sunset Parade Motivation,0.14130434782608695,0.0009911325612446602,17.45224298840958,258,"austina, youra, parade, happened, flippantly, sidling, abruptly, didna, issues, wherea","She watched the parade, motivated by the sunset, her hand shot out as she finished her magazine.",False
Sweaty Forehead During Intimacy,0.6956521739130435,0.001388721032989221,3.3746048034653833,231,"sweat, beads, sweating, trickles, sweaty, palms, bead, forehead, skin, spine",She notices beads of sweat trickling down his forehead as they grow closer.,False
Talking About Relationship,0.05434782608695652,0.0010827799864817386,14.48634020117349,293,"jensena, fixer, total, complaining, pained, adviser, outmaneuvered, rewritten, flittered, spat","The couple sits at a table, discussing their relationship dynamics and feelings.",False
Tearful Apology,0.0,0.0005630444955801741,1.3253404184336406,273,"sorry, apologize, apology, ia, apologized, whispered, ruined, apologizing, truly, hastily","She, tears streaming down her face, apologizes to him in a soft, contrite voice.",False
Tearful Emotional Moment,0.7282608695652174,0.0013254884180322218,1.9802010337408393,239,"tears, prick, wipe, blink, cheeks, tear, leak, sting, stung, welled","She struggles to hold back tears, her eyes welling up as she grapples with her emotions.",False
Tearful Sobbing,0.7391304347826086,0.0013111941848954025,2.177049519846691,270,"cried, tears, sobbing, sobbed, bawling, weep, stop, whatsoever, feminine, start","She sat alone, tears streaming down her face, sobbing uncontrollably.",False
Tender Forehead Kisses,0.5217391304347826,0.003145171089922041,10.419183307541452,12,"kisses, kissed, tongue, mouth, cheek, neck, leans, lip, licks, soft","He tenderly kisses her forehead, leaning in with soft lips.",False
Threatening Affair Disclosure,1.0,0.00367593715528049,4.450682306474835,333,"marca, weapons, compare, threats, sworn, cubicle, hadn, york, affair, conscious","In the cubicle, Vanessa threatens to reveal their affair to Mark's ex-wife.",False
Thrilling Experiences,0.9565217391304348,0.0016308392408027408,1.5737386517559353,185,"awesome, wonderful, extraordinary, glorious, exciting, stunning, spectacular, thrilling, satisfying, ita",The couple shares exciting and extraordinary moments together.,False
Time Perception Distortion,1.0,0.002788040125308491,2.1912988020767306,29,"minutes, weeks, months, days, week, hours, years, month, seconds, hour","She felt like hours had passed, but it was only minutes.",False
Timing Discussion About Relationship,0.25,0.0007954769464034449,2.1936699976045673,354,"really, happening, necessarily, anymore, depress, minion, faintest, freckle, objected, problem","The couple sits at a table, discussing their relationship's future and past.",False
Trash Can Trial,0.0,3.141424455261742e-06,2.230286534402325,222,"yeah, benjamina, aftera, trial, hauled, sale, rode, goda, wella, sistera",The couple argues near the trash can during a heated discussion.,False
Triggered Argument,0.9891304347826086,0.0025093160682870415,1.9730161521826208,237,"knew, exactly, happen, bastiana, rioting, volley, did, forte, meticulously, starred","The couple argues in the living room, triggered by a sudden remark.",False
Trust Assurance Conversation,0.9782608695652174,0.0023907814016197607,1.8077223165284868,156,"trust, trusted, trustworthy, issues, forgave, able, instincts, circle, gut, cana","The couple, sitting at a table, reassures each other about their trust and commitment.",False
Unclear Feelings Conversation,0.010869565217391304,0.000568274224670064,2.45358680984238,28,"dona, want, say, need, think, talk, really, anymore, anybody, flatter","The couple sits at a table, struggling to express their feelings.",False
Unclear Relationship Feelings,0.8027950310559007,0.0034524295158001347,12.2297420583206,4,"seen, felt, ia, wanted, hea, experienced, loved, dated, thought, told",The couple expresses confusion about their relationship status and past behavior.,False
Underwater Glance,1.0,0.0022123138317035065,9.613601459998618,175,"rachela, maggiea, michaela, leveled, blinked, believe, taga, cooed, confirmed, underwater",A person struggles to maintain composure while trying to catch another's attention underwater.,False
Unexpected Barroom Moment,0.07608695652173914,0.001160960180738823,47.02121691241756,157,"trinitya, didn, couldn, inquired, muttered, segue, exclaimed, wordless, debated, sudden","In the midst of a lively barroom, a sudden, wordless moment of warmth passes between Trinity and Sam.",False
Unexpected Pregnancy,0.9239130434782609,0.0014764503397898222,2.584799307095507,154,"pregnancy, test, unplanned, weeks, months, fianca, birth, conception, injection, childbirth","She realizes she's pregnant, grappling with the unplanned news.",False
Upset About Job,0.0,0.0005292982564116332,1.821460256470721,40,"loves, doesna, needs, says, miaa, wants, left, likes, lot, job","She struggles with her feelings about her job, confiding in a friend.",False
Urban Threat Assessment,0.11956521739130435,0.000991530774788878,27.336576644165156,269,"jacksona, looked, boudreauxa, eloquently, selflessness, chuckled, growled, sideways, stony, turned","The couple, in their car on a city boulevard, assesses potential threats from panhandlers and considers regulatory responses.",False
Victorious Sports Celebration,1.0,0.0018362190233112419,12.915043102139741,358,"merinaa, earful, fizzled, victorious, barreled, tabloids, partly, barked, attained, achel","He celebrates his team's victory with a triumphant roar, earning admiring glances from the crowd.",False
Vivid Childhood Memories,0.7391304347826086,0.0013645031514908105,3.42423499005278,91,"memories, remember, memory, remembered, remembering, childhood, amnesia, vivid, recall, ones","She recalled vivid memories of her childhood, reliving past events that had been repressed for years.",False
Voyeuristic Secretary,0.03260869565217391,0.0005338521007387801,45.340530828768536,227,"emersona, feels, scuffle, replies, destructive, cra, voyeur, involves, announces, filing","A secretary, feeling watched by her boss, struggles with her emotions while working late.",False
Wanting Something,0.967391304347826,0.002365817346689058,1.9962208692197871,45,"want, need, wanted, needed, thata, exactly, isna, wanting, tell, just","She wants something, expressing her desire.",False
Wealthy Businessman's Lifestyle,0.34782608695652173,0.001047986515826148,4.216016207879957,109,"wealthy, richest, millionaire, eligible, billionairea, wealthiest, wealth, worlda, billion, world",The wealthy businessman discusses business deals over dinner at an upscale restaurant.,False
Weekend Planning,0.6739130434782609,0.0013117855842299205,2.3676096771357824,189,"tomorrow, weekend, monday, weekends, saturday, weekenda, thursday, holiday, noon, nudist",The couple discusses and plans their upcoming weekend activities.,False
Wheelchair Bonding,0.021739130434782608,0.00039067959327654893,42.5754327643416,230,"didn, testily, talked, hadn, wasn, cast, wheelchair, figured, repeated, told","The couple, Churchill and his partner, bond over his fondness for golf and her interest in information about him, as she sits on his lap in the wheelchair.",False
Whispered Love Confessions,0.967391304347826,0.003418572485731168,2.2413612437964647,96,"whispers, whispered, whisper, softly, breaking, ear, plea, murmured, soft, someday",She whispers her love in his ear.,False
Whispered Secrets,0.34782608695652173,0.001165599612326554,5.190180985312351,76,"whisper, whispered, murmur, whispers, whata, breathy, shh, contorting, conceited, meek",She whispers secrets to him in the dimly lit bedroom.,False
Whispered Secrets Between Lovers,0.483695652173913,0.0011102668623059408,16.59081083937978,119,"elliota, snaps, glares, replies, daniela, epitome, goes, gives, billya, takes","In a quiet moment, a couple exchanges hushed confessions and secrets, their eyes locked and smiles subtle.",False
Wine Tasting At Dinner,1.0,0.008743308151988332,2.091516721648476,11,"wine, kitchen, plate, sip, waitress, bottle, cup, mug, dinner, food","The couple sits at a dinner table, sipping wine and waiting for their food.",False
Wine-drinking At Table,1.0,0.005771855765454318,2.91368666942346,6,"wine, sip, bottle, drunk, whiskey, waiter, scotch, alcohol, drinking, poured","The couple sits at a table, sipping wine from their glasses.",False
Winning Bid Excitement,1.0,0.0022851284646952207,2.165177168730442,232,"won, winning, firsthand, blah, wins, prize, earn, arena, importantlya, definitely",She excitedly shares the news of winning a house at an auction with her partner in the car.,False
Witch's Daughter Murder Plot,0.391304347826087,0.0012525225219907658,13.308628550562952,234,"winniea, witch, laughed, asked, murdering, flared, chided, sitter, daughter, chimed",The witch's daughter plans to murder someone while her mother is away.,False
Work At Desk,0.9456521739130435,0.0019339440054519665,2.6225283302780396,259,"desk, laptop, papers, office, cubicle, stack, screen, paper, chair, seat","She sits behind her desk, worried, as she waits for news on her computer.",False
Work-related Evening Call,0.05434782608695652,0.0006466454348009383,30.654428196613836,95,"harpera, spoke, worlds, asked, spending, personal, client, consult, consolidate, fib",She makes a work-related call in the evening.,False
Work-related Presentation,1.0,0.008896884374054406,1.3660887200492722,223,"wea, work, need, talked, presentation, whatevera, talk, discuss, adults, handle",The couple discusses work and expectations in the office before the presentation.,False
Wrongful Termination Discussion,0.40217391304347827,0.0009814738478632569,2.9495739842568063,352,"fired, lawyers, attorney, terminated, termination, resign, assets, case, getting, temping",A lawyer and a client discuss the details of a wrongful termination case in a law office.,False
Yearlong Relationship Reflection,1.0,0.0031371169910369024,1.6018826306118945,311,"wea, shared, downs, cycle, yearlong, created, worked, years, squared, accidentally","The couple, sitting at a table, reflects on their thousands of times together over the yearlong cycle of their relationship.",False
